GeneID,GeneName,log2FC,P.Value,adj.P.Value
ENSG00000222174,RN7SKP146,1.931116123,0.135548216,0.37906611
ENSG00000222177,RNU4-30P,3.281201771,0.058173922,0.256845997
ENSG00000222178,RNA5SP181,0,1,1
ENSG00000222179,RN7SKP26,1.662747089,0.183645608,0.463952491
ENSG00000222182,RNA5SP156,3.456399292,0.041390305,0.222358318
ENSG00000222202,RNU4-26P,4.220761063,0.039337866,0.21728513
ENSG00000222205,RNA5SP266,0,1,1
ENSG00000222207,RNA5SP407,0,1,1
ENSG00000222208,RNA5SP129,3.873325066,0.043809179,0.22785631
ENSG00000222209,RNA5SP56,0,1,1
ENSG00000222210,RN7SKP65,1.931116123,0.135548216,0.37906611
ENSG00000222213,RNU6-588P,0,1,1
ENSG00000222220,RN7SKP129,0,1,1
ENSG00000222222,RNU2-17P,2.010988046,0.128041448,0.37906611
ENSG00000222225,RNU6-447P,1.245884891,0.291237781,0.560967329
ENSG00000222230,RNA5SP158,1.315821308,0.291237786,0.560967329
ENSG00000222231,RNU2-54P,0,1,1
ENSG00000222232,RNA5SP89,0,1,1
ENSG00000222236,RNA5SP163,0,1,1
ENSG00000222238,RNU2-43P,1.245884891,0.291237781,0.560967329
ENSG00000222240,RN7SKP156,0,1,1
ENSG00000222244,RNA5SP431,0,1,1
ENSG00000222246,MIR1471,0,1,1
ENSG00000222248,RNA5SP201,2.429048057,0.04198522,0.223836146
ENSG00000222249,RNU6-262P,3.64006202,0.03481061,0.209685304
ENSG00000222251,RNA5SP95,2.400493057,0.092466158,0.314104501
ENSG00000222255,RNU6-101P,2.967102002,0.09722926,0.324025811
ENSG00000222257,RN7SKP199,0,1,1
ENSG00000222259,RN7SKP114,2.346290208,0.073043388,0.283344661
ENSG00000222266,RNU6-757P,4.586243,0.005348009,0.111254178
ENSG00000222267,RNU6-892P,-1.207318657,0.270708946,0.560967329
ENSG00000222268,RNA5SP425,0.874504664,0.516169064,0.826030685
ENSG00000222276,RNU2-33P,1.451961526,0.215691433,0.503227316
ENSG00000222281,RN7SKP111,0,1,1
ENSG00000222282,RNU6-584P,0.715958162,0.539638811,0.849663513
ENSG00000222285,RNA5SP193,0,1,1
ENSG00000222287,RNU6-1043P,4.035014423,0.026339591,0.191893218
ENSG00000222293,RNU2-36P,5.355615102,0.026578985,0.192231784
ENSG00000222297,RNU6-1156P,3.888179507,0.033256184,0.206300901
ENSG00000222300,RNU2-21P,1.245884891,0.291237781,0.560967329
ENSG00000222302,RNA5SP371,0,1,1
ENSG00000222303,RNU6-935P,-1.405984794,0.192061272,0.463952491
ENSG00000222308,RNA5SP198,0,1,1
ENSG00000222312,RNA5SP178,0,1,1
ENSG00000222313,RN7SKP267,1.245884891,0.291237781,0.560967329
ENSG00000222314,RNU6-1118P,1.245884891,0.291237781,0.560967329
ENSG00000222317,RNA5SP118,0.532970904,0.603908216,0.915328394
ENSG00000222320,RNU6-1050P,2.756307933,0.075765821,0.285651462
ENSG00000222321,MIR1912,0,1,1
ENSG00000222327,RNU6-855P,2.400493057,0.092466158,0.314104501
ENSG00000222328,RNU2-2P,0,1,1
ENSG00000222329,RNU6-1076P,0,1,1
ENSG00000222337,RN7SKP225,-0.09899866,0.905525847,1
ENSG00000222338,RNU6-174P,0,1,1
ENSG00000222343,RN7SKP139,1.867949415,0.135548215,0.37906611
ENSG00000222344,RNU6-613P,5.456774896,0.025719471,0.190087079
ENSG00000222346,RNA5SP237,4.331582812,0.037796892,0.215362168
ENSG00000222351,RNY1P15,3.50933712,0.057909282,0.256845997
ENSG00000222352,RN7SKP221,0,1,1
ENSG00000222355,RNU2-29P,2.472008865,0.072620243,0.283344661
ENSG00000222356,RNU6-710P,0,1,1
ENSG00000222357,RNU2-20P,2.346290208,0.073043388,0.283344661
ENSG00000222359,RNU6-355P,1.167143674,0.291237776,0.560967329
ENSG00000222361,RNU6-1186P,0,1,1
ENSG00000222363,RNU4-34P,0,1,1
ENSG00000222365,SNORD12B,2.848231938,0.0142796,0.158851028
ENSG00000222370,SNORA36B,2.715220391,0.078536041,0.288031753
ENSG00000222371,RN7SKP202,-1.277226562,0.192061265,0.463952491
ENSG00000222375,RN7SKP127,-1.63579483,0.167030283,0.436267853
ENSG00000222376,RN7SKP152,0,1,1
ENSG00000222378,RNA5SP44,5.407078264,0.026136628,0.191201047
ENSG00000222383,RNA5SP203,0.895516834,0.39623901,0.69538094
ENSG00000222385,RN7SKP158,5.682432705,0.023916736,0.186147981
ENSG00000222386,RN7SKP86,2.400493057,0.092466158,0.314104501
ENSG00000222389,RNU2-28P,2.809541644,0.085953832,0.304786634
ENSG00000222397,RN7SKP229,0,1,1
ENSG00000222398,RNU6-554P,3.148462899,0.035817896,0.211872129
ENSG00000222399,RNU6-791P,0,1,1
ENSG00000222404,RN7SKP281,2.862271272,0.045438883,0.230013624
ENSG00000222405,RNU4-65P,0,1,1
ENSG00000222407,RNA5SP80,2.579494832,0.061569484,0.263006366
ENSG00000222413,RN7SKP125,0,1,1
ENSG00000222414,RNU2-59P,4.752006723,0.021999914,0.181805892
ENSG00000222416,RNA5SP274,0,1,1
ENSG00000222418,RNA5SP113,1.315821308,0.291237786,0.560967329
ENSG00000222419,RNA5SP511,1.931116123,0.135548216,0.37906611
ENSG00000222426,RNU2-50P,2.422846813,0.067545795,0.272104193
ENSG00000222427,RNA5SP338,1.245884891,0.291237781,0.560967329
ENSG00000222428,RNA5SP231,0,1,1
ENSG00000222429,RNU6-955P,-1.915019866,0.174206608,0.448623862
ENSG00000222431,RNU6-141P,4.331582812,0.037796892,0.215362168
ENSG00000222436,RN7SKP278,1.245884891,0.291237781,0.560967329
ENSG00000222438,RNU6-1077P,0,1,1
ENSG00000222439,RNU6-994P,0,1,1
ENSG00000222440,RNU2-26P,0,1,1
ENSG00000222445,RN7SKP56,6.024851539,0.017463119,0.169354525
ENSG00000222448,RN7SKP150,1.090242681,0.204603022,0.48516739
ENSG00000222449,RNU6-1140P,0.919324634,0.523623363,0.833758375
ENSG00000222451,RN7SKP143,1.931116123,0.135548216,0.37906611
ENSG00000222452,RN7SKP59,0,1,1
ENSG00000222455,RNA5SP296,-0.231853034,0.855107772,1
ENSG00000222457,RNU6-121P,0,1,1
ENSG00000222459,RNA5SP293,0,1,1
ENSG00000222460,RN7SKP271,2.950585385,0.039251038,0.21728513
ENSG00000222465,RNU2-5P,1.467164399,0.317880721,0.595908122
ENSG00000222468,RNA5SP261,0,1,1
ENSG00000222472,RN7SKP7,0,1,1
ENSG00000222477,RNU2-23P,6.893707218,0.01363757,0.156784094
ENSG00000222486,RNU6-77P,3.170321126,0.050005244,0.23965667
ENSG00000222488,RNU6-285P,0,1,1
ENSG00000222489,SNORA79B,5.084654369,0.010374775,0.141679272
ENSG00000222490,RNU6-712P,0,1,1
ENSG00000222496,RN7SKP200,1.245884891,0.291237781,0.560967329
ENSG00000222499,RN7SKP177,0,1,1
ENSG00000222500,RNA5SP475,2.040634881,0.216248722,0.504138586
ENSG00000222501,RNU4-25P,5.407722883,0.016283351,0.165188928
ENSG00000222514,RN7SKP223,0,1,1
ENSG00000222515,RN7SKP240,4.227535382,0.014809932,0.160587233
ENSG00000222520,RNA5SP451,0,1,1
ENSG00000222522,RNU6-519P,-1.209765147,0.192061263,0.463952491
ENSG00000222524,RN7SKP109,1.245884891,0.291237781,0.560967329
ENSG00000222532,MIR1468,0,1,1
ENSG00000222533,RNU6-705P,1.245884891,0.291237781,0.560967329
ENSG00000222536,RNU2-39P,3.281201771,0.058173922,0.256845997
ENSG00000222543,RN7SKP220,0,1,1
ENSG00000222544,RNU6-735P,0,1,1
ENSG00000222546,RNA5SP251,1.931116123,0.135548216,0.37906611
ENSG00000222552,RNA5SP60,0,1,1
ENSG00000222558,RNU6-1064P,1.205679858,0.291237778,0.560967329
ENSG00000222560,RNU4-43P,0,1,1
ENSG00000222561,RNU6-1025P,4.411391209,0.024387971,0.187285128
ENSG00000222574,RN7SKP61,0,1,1
ENSG00000222578,RNA5SP345,2.003004899,0.196809169,0.472078758
ENSG00000222581,RNU2-47P,0,1,1
ENSG00000222582,RNU2-66P,0,1,1
ENSG00000222583,RN7SKP222,0,1,1
ENSG00000222585,RNA5SP494,-0.694412828,0.531404694,0.842025362
ENSG00000222589,RN7SKP159,1.245884891,0.291237781,0.560967329
ENSG00000222592,RNU6-887P,0,1,1
ENSG00000222594,RN7SKP235,5.074443568,0.012981024,0.153936041
ENSG00000222598,RNU2-49P,1.245884891,0.291237781,0.560967329
ENSG00000222607,RNU6-628P,0.898794135,0.500666992,0.809328675
ENSG00000222608,RNA5SP504,0,1,1
ENSG00000222609,RNU4-69P,0,1,1
ENSG00000222610,RNU6-402P,4.784795523,0.032177903,0.204392788
ENSG00000222612,RNU2-52P,-0.888359742,0.44046727,0.746386739
ENSG00000222616,RN7SKP27,0,1,1
ENSG00000222617,RN7SKP254,0,1,1
ENSG00000222623,RNU6-1100P,1.245884891,0.291237781,0.560967329
ENSG00000222624,RNU2-15P,0,1,1
ENSG00000222626,RNU2-48P,3.281201771,0.058173922,0.256845997
ENSG00000222627,RNU2-37P,2.663768755,0.072572945,0.283344661
ENSG00000222629,RNU2-42P,4.373983658,0.029143671,0.198234504
ENSG00000222630,RN7SKP131,0,1,1
ENSG00000222635,RNU6-1203P,0.310626341,0.807999934,1
ENSG00000222636,RN7SKP54,0,1,1
ENSG00000222640,RNU2-51P,2.526230261,0.070165175,0.279299414
ENSG00000222644,RNU2-16P,0,1,1
ENSG00000222650,RNU2-70P,3.874983264,0.025505495,0.189812232
ENSG00000222652,RNU6-248P,0,1,1
ENSG00000222659,RNU2-8P,0,1,1
ENSG00000222663,RNU4-55P,0,1,1
ENSG00000222664,RN7SKP123,0,1,1
ENSG00000222667,RNU6-394P,0,1,1
ENSG00000222675,RNA5SP146,-1.430821538,0.192061273,0.463952491
ENSG00000222678,RN7SKP213,2.37345455,0.072899554,0.283344661
ENSG00000222679,RNU6-1267P,2.275545047,0.133185851,0.37906611
ENSG00000222682,RNA5SP38,0,1,1
ENSG00000222685,RN7SKP119,3.534861922,0.028469648,0.19681446
ENSG00000222686,RNU4-72P,0,1,1
ENSG00000222691,RNU6-733P,3.471126199,0.058425602,0.257318933
ENSG00000222693,RN7SKP120,1.931116123,0.135548216,0.37906611
ENSG00000222704,RN7SKP182,0,1,1
ENSG00000222705,RN7SKP39,0,1,1
ENSG00000222706,RN7SKP89,0,1,1
ENSG00000222713,RN7SKP51,-0.488081704,0.610636983,0.921779367
ENSG00000222714,RN7SKP38,3.99880071,0.033732762,0.207651899
ENSG00000222715,MIR1911,1.315821308,0.291237786,0.560967329
ENSG00000222721,RN7SKP188,0,1,1
ENSG00000222724,RNU2-63P,2.263092729,0.185335763,0.463952491
ENSG00000222726,RNU2-7P,1.154587308,0.247515781,0.553437966
ENSG00000222727,RNU4-64P,-1.277226562,0.192061265,0.463952491
ENSG00000222733,RNY4P29,0,1,1
ENSG00000222736,RNU4-6P,5.596363014,0.024590296,0.187766051
ENSG00000222740,RNA5SP328,1.898567379,0.135548216,0.37906611
ENSG00000222741,RNA5SP229,3.825935715,0.045821705,0.230013624
ENSG00000222743,RNU6-1190P,5.241477528,0.022084816,0.182121456
ENSG00000222744,RN7SKP166,0,1,1
ENSG00000222747,RNA5SP25,1.970243758,0.135548217,0.37906611
ENSG00000222750,RNU4-46P,0,1,1
ENSG00000222755,RN7SKP206,0,1,1
ENSG00000222760,RNU4-53P,3.263542679,0.045289413,0.230013624
ENSG00000222761,RNU6-684P,0,1,1
ENSG00000222764,RN7SKP106,1.205679858,0.291237778,0.560967329
ENSG00000222765,RNU2-40P,1.245884891,0.291237781,0.560967329
ENSG00000222774,RN7SKP121,0,1,1
ENSG00000222777,RNU6-233P,0.518219033,0.739647475,1
ENSG00000222778,RNA5SP144,1.245884891,0.291237781,0.560967329
ENSG00000222783,RN7SKP212,0,1,1
ENSG00000222784,RN7SKP91,0,1,1
ENSG00000222788,RNU2-38P,3.003515652,0.035737764,0.21168614
ENSG00000222790,RNU4-14P,-0.271954344,0.804385828,1
ENSG00000222791,RNU6-67P,0,1,1
ENSG00000222792,RNU6-860P,0,1,1
ENSG00000222795,RNU4-83P,1.245884891,0.291237781,0.560967329
ENSG00000222796,RNU6-383P,0,1,1
ENSG00000222800,RNU2-62P,1.931116123,0.135548216,0.37906611
ENSG00000222806,RNA5SP225,4.551243109,0.027746025,0.195036438
ENSG00000222808,RNU4-47P,0.194577802,0.840948603,1
ENSG00000222810,RNU2-68P,2.686935902,0.11087467,0.3528748
ENSG00000222821,RNU4-27P,0,1,1
ENSG00000222826,RN7SKP286,0,1,1
ENSG00000222831,MIR1537,4.417432544,0.028878514,0.197630589
ENSG00000222832,RNA5SP120,0,1,1
ENSG00000222835,RNA5SP100,0,1,1
ENSG00000222838,RNA5SP136,1.245884891,0.291237781,0.560967329
ENSG00000222842,RN7SKP168,0,1,1
ENSG00000222844,RNU6-321P,2.756307933,0.075765821,0.285651462
ENSG00000222845,RN7SKP42,2.400493057,0.092466158,0.314104501
ENSG00000222849,RNA5SP21,0.136557374,0.910318765,1
ENSG00000222854,RNA5SP59,0,1,1
ENSG00000222858,RNU6-920P,3.414100757,0.056471648,0.25405941
ENSG00000222859,RN7SKP136,0,1,1
ENSG00000222862,RNU6-1086P,0,1,1
ENSG00000222869,RNU6-565P,1.931116123,0.135548216,0.37906611
ENSG00000222870,RNU6-1328P,0,1,1
ENSG00000222872,RNU4-78P,1.842981948,0.159349773,0.422661593
ENSG00000222874,RN7SKP33,0,1,1
ENSG00000222880,RN7SKP261,-0.661353641,0.835649072,1
ENSG00000222889,RN7SKP29,3.666131964,0.048975895,0.236315044
ENSG00000222890,RNU6-1068P,0,1,1
ENSG00000222895,RNU6-1133P,1.205679858,0.291237778,0.560967329
ENSG00000222898,RN7SKP97,4.205437019,0.002614977,0.082452094
ENSG00000222909,RNU6-193P,0,1,1
ENSG00000222915,RNU6-564P,2.667023609,0.079683389,0.289667652
ENSG00000222920,RNA5SP29,1.967499656,0.104212017,0.338928614
ENSG00000222921,RNA5SP104,4.100737085,0.041134208,0.221818855
ENSG00000222922,RNA5SP501,0,1,1
ENSG00000222923,RNU2-41P,0,1,1
ENSG00000222924,RNU6-1148P,0,1,1
ENSG00000222931,RN7SKP205,0,1,1
ENSG00000222932,RNU6-172P,2.395890236,0.135735655,0.37906611
ENSG00000222934,RN7SKP284,0,1,1
ENSG00000222937,SNORD63B,1.984053075,0.034089543,0.207866587
ENSG00000222940,RNU6-370P,-1.081661782,0.411613832,0.713056063
ENSG00000222942,RN7SKP58,3.486423399,0.052958773,0.244418577
ENSG00000222950,RN7SKP262,0,1,1
ENSG00000222952,RNA5SP41,0.182427089,0.909908503,1
ENSG00000222955,RNA5SP265,0,1,1
ENSG00000222958,MIR1913,2.547347465,0.109086676,0.348486212
ENSG00000222960,RNU6-272P,3.463459525,0.048136868,0.235593313
ENSG00000222969,RN7SKP8,7.070945216,0.013003075,0.153956957
ENSG00000222971,RNA5SP222,0,1,1
ENSG00000222972,RNU6-651P,0,1,1
ENSG00000222973,RNU2-25P,0.875930926,0.495773556,0.803915642
ENSG00000222974,RN7SKP228,4.425431865,0.028839274,0.197548241
ENSG00000222976,RN7SKP94,4.355203936,0.029696987,0.200225053
ENSG00000222979,RN7SKP167,0,1,1
ENSG00000222982,RN7SKP216,0,1,1
ENSG00000222983,RNA5SP127,0,1,1
ENSG00000222985,RNU2-14P,1.167143674,0.291237776,0.560967329
ENSG00000222986,RNU5A-5P,3.486423399,0.052958773,0.244418577
ENSG00000222987,RN7SKP68,1.294680915,0.337927534,0.622263625
ENSG00000222990,RNU4-22P,2.043233064,0.132507223,0.37906611
ENSG00000222998,RN7SKP259,1.359740827,0.136291266,0.37906611
ENSG00000223001,RNU2-61P,5.302255468,0.027049227,0.192903953
ENSG00000223003,RNA5SP184,0,1,1
ENSG00000223006,RN7SKP137,3.925709684,0.010117909,0.140941516
ENSG00000223007,RN7SKP73,0,1,1
ENSG00000223012,RN7SKP264,1.898567379,0.135548216,0.37906611
ENSG00000223013,RNA5SP344,3.314190941,0.055973452,0.252569551
ENSG00000223015,RNU6-1135P,0,1,1
ENSG00000223019,RNA5SP306,0,1,1
ENSG00000223024,RNU6-55P,0,1,1
ENSG00000223026,RN7SKP247,0,1,1
ENSG00000223037,RNU6-284P,1.245884891,0.291237781,0.560967329
ENSG00000223039,RN7SKP268,1.061431235,0.420477259,0.723252455
ENSG00000223040,RN7SKP144,1.245884891,0.291237781,0.560967329
ENSG00000223042,RN7SKP161,-0.244178502,0.862855428,1
ENSG00000223044,RNU6-130P,4.719122809,0.011254752,0.145384713
ENSG00000223046,RNA5SP369,0,1,1
ENSG00000223047,RNU6-847P,0,1,1
ENSG00000223056,RN7SKP169,1.989204491,0.135548217,0.37906611
ENSG00000223062,RNU6-1245P,0.036119744,0.973500224,1
ENSG00000223064,RNU6-325P,0,1,1
ENSG00000223075,RN7SKP126,1.931116123,0.135548216,0.37906611
ENSG00000223076,RNA5SP31,0,1,1
ENSG00000223078,RNU2-55P,0,1,1
ENSG00000223086,RNA5SP155,4.227572283,0.014311662,0.159002981
ENSG00000223087,RNU6-602P,1.245884891,0.291237781,0.560967329
ENSG00000223088,RMRPP5,0,1,1
ENSG00000223092,RNA5SP115,0,1,1
ENSG00000223096,RNU5E-9P,0,1,1
ENSG00000223107,RNU2-72P,2.893406686,0.052594185,0.244418577
ENSG00000223109,MIR1538,0,1,1
ENSG00000223111,SNORA74C-2,3.969847804,0.04326014,0.226458633
ENSG00000223113,RNA5SP247,3.096533549,0.031553299,0.203003742
ENSG00000223117,RN7SKP296,2.266066415,0.073923523,0.284422164
ENSG00000223118,RN7SKP102,3.042172041,0.065327753,0.268589386
ENSG00000223120,RN7SKP181,0,1,1
ENSG00000223125,RNU2-32P,0,1,1
ENSG00000223126,RN7SKP263,0,1,1
ENSG00000223128,RN7SKP140,3.191768306,0.045737644,0.230013624
ENSG00000223131,RNA5SP304,0.762911305,0.572153242,0.883087363
ENSG00000223136,RN7SKP207,2.400493057,0.092466158,0.314104501
ENSG00000223138,RNA5SP450,2.981141328,0.053686435,0.246191409
ENSG00000223142,RN7SKP252,0,1,1
ENSG00000223145,RN7SKP112,1.245884891,0.291237781,0.560967329
ENSG00000223152,RNU4-88P,1.245884891,0.291237781,0.560967329
ENSG00000223156,RNU2-18P,2.400493057,0.092466158,0.314104501
ENSG00000223158,RNY1P3,0,1,1
ENSG00000223162,RNA5SP280,2.24734426,0.137071483,0.38064713
ENSG00000223168,RN7SKP142,0,1,1
ENSG00000223169,RNA5SP209,0.874412455,0.291237765,0.560967329
ENSG00000223174,RN7SKP17,0.543669043,0.608623276,0.919847113
ENSG00000223175,RNU4-61P,1.989204491,0.135548217,0.37906611
ENSG00000223177,RNA5SP39,1.641314968,0.207999902,0.490791482
ENSG00000223179,RNU6-373P,6.231943161,0.020143222,0.176296833
ENSG00000223181,RNU6-1199P,5.302255468,0.027049227,0.192903953
ENSG00000223189,RNU6-177P,4.331582812,0.037796892,0.215362168
ENSG00000223190,RN7SKP100,0,1,1
ENSG00000223191,RNU6-293P,1.167143674,0.291237776,0.560967329
ENSG00000223197,RNU6-1001P,0,1,1
ENSG00000223198,RNU2-22P,1.562918997,0.152079232,0.409792755
ENSG00000223202,RN7SKP297,0,1,1
ENSG00000223203,RNA5SP221,1.015105374,0.416114414,0.71805558
ENSG00000223208,RNU6-1217P,1.359740827,0.136291266,0.37906611
ENSG00000223212,RNU4-74P,0,1,1
ENSG00000223215,RNU6-607P,0,1,1
ENSG00000223217,RNU6-938P,0,1,1
ENSG00000223223,RN7SKP192,0,1,1
ENSG00000223224,SNORD71,4.319778225,0.025979056,0.190806464
ENSG00000223225,RNU6-1054P,2.437216111,0.12199673,0.375453476
ENSG00000223229,RN7SKP270,0,1,1
ENSG00000223238,RNA5SP294,4.530311727,0.035195945,0.210268305
ENSG00000223245,RNU4-63P,0.248387301,0.805254425,1
ENSG00000223247,RNU2-64P,4.434494888,0.036453157,0.212900379
ENSG00000223256,RNU6-785P,0,1,1
ENSG00000223258,RNU6-575P,0,1,1
ENSG00000223259,RNA5SP508,1.865966633,0.135548215,0.37906611
ENSG00000223260,RN7SKP194,0,1,1
ENSG00000223262,RNA5SP492,1.985899474,0.199126842,0.475644278
ENSG00000223263,RNU6-387P,1.565630458,0.135119219,0.37906611
ENSG00000223265,RNU6-592P,0,1,1
ENSG00000223269,RN7SKP53,0,1,1
ENSG00000223273,RN7SKP172,1.931116123,0.135548216,0.37906611
ENSG00000223274,RNA5SP498,-0.390378715,0.717364592,1
ENSG00000223280,RNU6-57P,2.398954892,0.115593551,0.362602511
ENSG00000223281,RN7SKP85,1.931116123,0.135548216,0.37906611
ENSG00000223282,RN7SKP165,0,1,1
ENSG00000223284,RNU6-195P,2.494803146,0.046935863,0.232690314
ENSG00000223287,RNU6-954P,2.400493057,0.092466158,0.314104501
ENSG00000223290,RNA5SP107,0,1,1
ENSG00000223293,RNA5SP270,0,1,1
ENSG00000223298,RNY3P8,-0.773352323,0.471333929,0.77766717
ENSG00000223299,RN7SKP108,0,1,1
ENSG00000223305,RN7SKP30,4.169728837,0.011286409,0.145484516
ENSG00000223306,RNU6-1304P,1.931116123,0.135548216,0.37906611
ENSG00000223308,RN7SKP101,1.931116123,0.135548216,0.37906611
ENSG00000223309,RNU6-722P,-0.208998788,0.816198436,1
ENSG00000223313,RNU6-516P,0.249336135,0.752226116,1
ENSG00000223315,RN7SKP279,0,1,1
ENSG00000223318,RNA5SP111,4.601683033,0.016805918,0.166993153
ENSG00000223321,RN7SKP293,-0.184936647,0.860745657,1
ENSG00000223324,RN7SKP273,5.129983531,0.01763461,0.169758735
ENSG00000223327,RNU2-71P,1.898567379,0.135548216,0.37906611
ENSG00000223330,RNU6-1052P,0,1,1
ENSG00000223335,RNU6-603P,5.246854543,0.027550458,0.194460771
ENSG00000223336,RNU2-6P,3.679634429,0.041057722,0.221818855
ENSG00000223341,RN7SKP3,0.874412455,0.291237765,0.560967329
ENSG00000223345,HIST2H2BA,0.27487606,0.768348348,1
ENSG00000223349,KLF2P3,0.625513424,0.739647476,1
ENSG00000223350,IGLV9-49,1.366669627,0.280276534,0.560967329
ENSG00000223351,ZNF385D-AS2,1.245884891,0.291237781,0.560967329
ENSG00000223358,EHHADH-AS1,0,1,1
ENSG00000223361,FTH1P10,-0.45828753,0.477415158,0.784170247
ENSG00000223362,CDY15P,0,1,1
ENSG00000223382,LINC01778,2.299506748,0.077701333,0.28749013
ENSG00000223383,HIST1H2APS6,0.874412455,0.291237765,0.560967329
ENSG00000223387,LINC02068,0.03474154,0.96855439,1
ENSG00000223389,SDCBP2P1,0,1,1
ENSG00000223392,CLDN10-AS1,8.441916839,0.004104729,0.099825615
ENSG00000223394,TRBV29OR9-2,1.714133005,0.135548214,0.37906611
ENSG00000223395,RBM22P7,0,1,1
ENSG00000223396,RPS10P7,1.225728634,0.029289785,0.198580214
ENSG00000223403,MEG9,0.590008327,0.534872034,0.845147737
ENSG00000223404,LINC00397,3.846725175,0.044388262,0.228955762
ENSG00000223406,XKRYP5,0,1,1
ENSG00000223407,USP9YP18,0,1,1
ENSG00000223409,RPL17P17,5.603477763,0.010357173,0.141663496
ENSG00000223414,LINC00473,5.748402555,0.00863414,0.133559767
ENSG00000223416,RPS26P15,1.036612236,0.278357348,0.560967329
ENSG00000223417,TRIM49D1,0,1,1
ENSG00000223431,MTND6P21,0.979340856,0.424542513,0.728184485
ENSG00000223433,RPS29P9,2.745106224,0.061196843,0.262714698
ENSG00000223437,TMSB4XP3,0.093923065,0.949005016,1
ENSG00000223442,TH2LCRR,2.077521814,0.049196696,0.237098843
ENSG00000223443,USP17L2,1.738977027,0.159752693,0.423384703
ENSG00000223445,RPL6P21,1.359740827,0.136291266,0.37906611
ENSG00000223452,HMGN2P18,-0.146671593,0.896346108,1
ENSG00000223457,HTATSF1P1,1.245884891,0.291237781,0.560967329
ENSG00000223458,LMO7DN-IT1,-0.334998872,0.731738002,1
ENSG00000223459,TCAF1P1,-0.671567132,0.444644297,0.751330409
ENSG00000223460,GAPDHP69,2.110585785,0.053889635,0.246764839
ENSG00000223466,LINC01825,1.763573891,0.172724949,0.446163701
ENSG00000223467,CALM1P1,-0.615704636,0.583503824,0.894586564
ENSG00000223476,VN1R42P,1.076789644,0.246961564,0.552586892
ENSG00000223479,LINC02238,0,1,1
ENSG00000223482,NUTM2A-AS1,0.473032146,0.213818471,0.500401739
ENSG00000223484,TRPC6P,0.890260119,0.460477766,0.765391826
ENSG00000223485,LINC01615,2.683356405,0.016947609,0.16753345
ENSG00000223487,FRMPD4-AS1,0,1,1
ENSG00000223488,MAPK6PS2,1.867949415,0.135548215,0.37906611
ENSG00000223489,NEFHP1,0,1,1
ENSG00000223490,CHCHD2P5,2.400493057,0.092466158,0.314104501
ENSG00000223496,EXOSC6,0.075014027,0.844564615,1
ENSG00000223501,VPS52,-0.195145437,0.606009472,0.917570492
ENSG00000223506,SLC20A1P1,1.331822878,0.291237787,0.560967329
ENSG00000223508,RPL23AP53,-0.406094968,0.422565054,0.725852778
ENSG00000223510,CDRT15,0.143500926,0.895329838,1
ENSG00000223513,ATP6V0E1P2,-0.149678582,0.887860258,1
ENSG00000223516,AFF2-IT1,3.281201771,0.058173922,0.256845997
ENSG00000223518,CSNK1A1P1,1.842212248,0.144981114,0.396119291
ENSG00000223519,KIF28P,1.785017812,0.075212343,0.285651462
ENSG00000223525,RABGAP1L-IT1,5.97239341,0.002955452,0.087197379
ENSG00000223529,EEF1A1P8,0.421201951,0.639707306,0.948968204
ENSG00000223534,HLA-DQB1-AS1,0.400166459,0.579544418,0.890450528
ENSG00000223535,FAM90A17P,0,1,1
ENSG00000223540,RPS15AP5,3.362310259,0.024704641,0.188141952
ENSG00000223543,TCEAL4P1,0,1,1
ENSG00000223546,LINC00630,1.210766763,0.040369714,0.220408144
ENSG00000223547,ZNF844,-0.658339464,0.169867925,0.441442027
ENSG00000223549,MTND5P28,3.360887264,0.022223094,0.182370891
ENSG00000223550,SNRPBP1,-1.725554453,0.189638817,0.463952491
ENSG00000223551,TMSB4XP4,-1.623356019,0.031628024,0.203199215
ENSG00000223553,SMPD4P1,-0.483364976,0.709647425,1
ENSG00000223555,USP9YP23,0,1,1
ENSG00000223558,TRIM60P17,0.966175214,0.413926439,0.715545696
ENSG00000223564,CYP4F32P,4.616629829,0.011012933,0.144375524
ENSG00000223566,TNRC18P2,0.582887677,0.640787783,0.950246836
ENSG00000223568,RPL3P11,0.490885929,0.625689593,0.936513738
ENSG00000223569,USP17L15,0,1,1
ENSG00000223571,DHRSX-IT1,0.32891686,0.712789403,1
ENSG00000223572,CKMT1A,3.540652533,0.006813479,0.122248483
ENSG00000223573,TINCR,-1.494382991,0.146335188,0.398774102
ENSG00000223574,TPMTP4,0,1,1
ENSG00000223575,RBMX2P3,2.609723166,0.059153238,0.258474384
ENSG00000223584,TVP23CP1,3.900566992,0.03390378,0.207866587
ENSG00000223586,LINC01312,1.205679858,0.291237778,0.560967329
ENSG00000223587,LINC01986,0,1,1
ENSG00000223591,CENPVL1,1.315821308,0.291237786,0.560967329
ENSG00000223592,FNDC3CP,-0.103869375,0.919818089,1
ENSG00000223595,LYPLA1P1,1.245884891,0.291237781,0.560967329
ENSG00000223597,LINC02142,0,1,1
ENSG00000223600,EEF1A1P41,0.536855042,0.705707263,1
ENSG00000223601,EBLN1,-1.430821538,0.192061273,0.463952491
ENSG00000223603,CRPP1,-0.160099903,0.872289621,1
ENSG00000223608,DSCR4-IT1,0,1,1
ENSG00000223609,HBD,-2.879031628,0.014153408,0.15856771
