GeneID,GeneName,log2FC,P.Value,adj.P.Value
ENSG00000023445,BIRC3,-0.141714488,0.813926853,1
ENSG00000023516,AKAP11,-0.503275388,0.142075193,0.390591006
ENSG00000023572,GLRX2,0.457571964,0.381328651,0.676981173
ENSG00000023608,SNAPC1,0.204695649,0.675828176,0.984018189
ENSG00000023697,DERA,-0.213484712,0.598174793,0.909555925
ENSG00000023734,STRAP,-0.070725793,0.85658481,1
ENSG00000023839,ABCC2,6.218266388,0.000596398,0.040436852
ENSG00000023892,DEF6,0.040793958,0.919899707,1
ENSG00000023902,PLEKHO1,-0.126473831,0.793798606,1
ENSG00000023909,GCLM,1.414147743,0.003377073,0.092632879
ENSG00000024048,UBR2,-0.321482767,0.338667506,0.623132964
ENSG00000024422,EHD2,-2.309961935,0.000171319,0.02173847
ENSG00000024526,DEPDC1,4.192988774,8.86E-05,0.016816931
ENSG00000024862,CCDC28A,-0.302439812,0.561990536,0.872545271
ENSG00000025039,RRAGD,-1.264293984,0.0110285,0.144375524
ENSG00000025156,HSF2,0.19550376,0.620192602,0.931478657
ENSG00000025293,PHF20,-0.499663844,0.153304643,0.412066692
ENSG00000025423,HSD17B6,-4.016310905,2.02E-06,0.003594016
ENSG00000025434,NR1H3,-0.453798759,0.303832646,0.577448151
ENSG00000025708,TYMP,0.100191066,0.849314445,1
ENSG00000025770,NCAPH2,-0.15632177,0.743564266,1
ENSG00000025772,TOMM34,0.215623568,0.628743932,0.939431775
ENSG00000025796,SEC63,-0.454304743,0.160236674,0.424102522
ENSG00000025800,KPNA6,-0.469800511,0.125953749,0.37906611
ENSG00000026025,VIM,-0.938964606,0.19429677,0.467820524
ENSG00000026036,RTEL1-TNFRSF6B,1.742288759,0.008810782,0.134029055
ENSG00000026103,FAS,-0.282282353,0.577410325,0.888525854
ENSG00000026297,RNASET2,-0.397982096,0.289849956,0.560967329
ENSG00000026508,CD44,-1.531767378,0.003420511,0.093263457
ENSG00000026559,KCNG1,5.748508139,0.004656041,0.105472408
ENSG00000026652,AGPAT4,-1.087198341,0.014077384,0.158390588
ENSG00000026751,SLAMF7,1.071174188,0.049254195,0.237317094
ENSG00000026950,BTN3A1,-0.340297937,0.326127682,0.606741943
ENSG00000027001,MIPEP,-0.1651345,0.714308994,1
ENSG00000027075,PRKCH,-1.584678882,0.000248688,0.026154676
ENSG00000027644,INSRR,5.577138183,0.000748751,0.044927267
ENSG00000027697,IFNGR1,-0.802435847,0.237147186,0.537177954
ENSG00000027847,B4GALT7,0.431979282,0.343868108,0.629942294
ENSG00000027869,SH2D2A,1.405127944,0.058532717,0.257350611
ENSG00000028116,VRK2,0.24355897,0.554199914,0.865319858
ENSG00000028137,TNFRSF1B,-0.760447301,0.124710633,0.37906611
ENSG00000028203,VEZT,-0.078082115,0.80068277,1
ENSG00000028277,POU2F2,0.59274289,0.296456293,0.56803415
ENSG00000028310,BRD9,0.179711426,0.564000976,0.874659216
ENSG00000028528,SNX1,-1.247816219,0.001216406,0.057298984
ENSG00000028839,TBPL1,0.445736275,0.338228788,0.622647749
ENSG00000029153,ARNTL2,3.245957512,0.00087208,0.04892949
ENSG00000029363,BCLAF1,0.02825361,0.928177871,1
ENSG00000029364,SLC39A9,-0.304775559,0.284795505,0.560967329
ENSG00000029534,ANK1,3.332564901,0.006033798,0.116699205
ENSG00000029559,IBSP,0.576267504,0.745718198,1
ENSG00000029639,TFB1M,0.394641921,0.359658326,0.649718184
ENSG00000029725,RABEP1,-0.610949826,0.066303154,0.271033635
ENSG00000029993,HMGB3,2.357185768,1.73E-05,0.00787324
ENSG00000030066,NUP160,0.218824254,0.474100806,0.780379346
ENSG00000030110,BAK1,0.404453851,0.456531512,0.764822741
ENSG00000030304,MUSK,-2.780016936,0.00418787,0.100584579
ENSG00000030419,IKZF2,1.03122212,0.096253602,0.321933606
ENSG00000030582,GRN,-1.750009616,0.009303453,0.136777045
ENSG00000031003,FAM13B,-0.870132267,0.028958005,0.197928242
ENSG00000031081,ARHGAP31,-2.66291886,1.43E-05,0.007329092
ENSG00000031691,CENPQ,0.488356923,0.326616808,0.607415475
ENSG00000031698,SARS,-0.720783777,0.079954574,0.290269656
ENSG00000031823,RANBP3,-0.393938355,0.329751218,0.611377075
ENSG00000032219,ARID4A,-0.643239477,0.068839717,0.275645986
ENSG00000032389,EIPR1,0.251936974,0.485453432,0.793149066
ENSG00000032444,PNPLA6,-1.769906646,0.003185339,0.089956793
ENSG00000032742,IFT88,-0.352837324,0.450996584,0.758491405
ENSG00000033011,ALG1,0.30800294,0.504534441,0.813645024
ENSG00000033030,ZCCHC8,0.117221209,0.688703775,0.996483274
ENSG00000033050,ABCF2,0.366027048,0.419731514,0.722401149
ENSG00000033100,CHPF2,0.75089725,0.108373793,0.346905113
ENSG00000033122,LRRC7,0.892368265,0.167154094,0.436433459
ENSG00000033170,FUT8,0.83039311,0.025717422,0.190087079
ENSG00000033178,UBA6,1.108769375,0.005680839,0.114325206
ENSG00000033327,GAB2,-1.868973479,0.001094141,0.054683933
ENSG00000033627,ATP6V0A1,-0.51931432,0.2034052,0.483049465
ENSG00000033800,PIAS1,-1.110383319,0.002946823,0.086991875
ENSG00000033867,SLC4A7,1.308173295,0.008992807,0.134910823
ENSG00000034053,APBA2,2.040133814,0.014604313,0.159606832
ENSG00000034152,MAP2K3,-0.786456143,0.165544146,0.433596335
ENSG00000034239,EFCAB1,0.431075304,0.772042634,1
ENSG00000034510,TMSB10,0.830188196,0.303272116,0.576746502
ENSG00000034533,ASTE1,-0.205297919,0.566141515,0.876770874
ENSG00000034677,RNF19A,-0.210704941,0.591902159,0.902900839
ENSG00000034693,PEX3,-0.028142027,0.951372163,1
ENSG00000034713,GABARAPL2,0.18682797,0.735768723,1
ENSG00000034971,MYOC,-0.944212462,0.479468384,0.786474826
ENSG00000035115,SH3YL1,-0.585383784,0.285296545,0.560967329
ENSG00000035141,FAM136A,0.933053863,0.016192681,0.164934649
ENSG00000035403,VCL,-1.270378683,0.007306574,0.125809628
ENSG00000035499,DEPDC1B,3.726770941,7.21E-05,0.015521193
ENSG00000035664,DAPK2,-2.188757429,0.000815001,0.047125901
ENSG00000035681,NSMAF,-0.474103347,0.118231956,0.368021378
ENSG00000035687,ADSS,0.610870109,0.130746391,0.37906611
ENSG00000035720,STAP1,-0.50022613,0.38032119,0.67580253
ENSG00000035862,TIMP2,-0.841825197,0.11692501,0.365137102
ENSG00000035928,RFC1,-0.431243695,0.173524824,0.447427289
ENSG00000036054,TBC1D23,0.393336343,0.352544613,0.640985696
ENSG00000036257,CUL3,-0.228333541,0.42965938,0.73420224
ENSG00000036448,MYOM2,-1.555333037,0.027128302,0.193274524
ENSG00000036473,OTC,-3.182616797,0.014091987,0.158390588
ENSG00000036530,CYP46A1,0.436902439,0.462888032,0.768068279
ENSG00000036565,SLC18A1,3.037545277,0.055357391,0.250894048
ENSG00000036672,USP2,0.002338161,0.998165378,1
ENSG00000036828,CASR,-2.480813053,0.044457818,0.229255881
ENSG00000037042,TUBG2,-0.745481338,0.060987759,0.262453388
ENSG00000037241,RPL26L1,0.613839812,0.261530342,0.560967329
ENSG00000037280,FLT4,-1.22877804,0.042164767,0.224303635
ENSG00000037474,NSUN2,0.581684433,0.109532645,0.349652345
ENSG00000037637,FBXO42,-0.454634698,0.138167007,0.382775516
ENSG00000037749,MFAP3,-0.153623495,0.719739416,1
ENSG00000037757,MRI1,0.399700453,0.312068073,0.588256974
ENSG00000037897,METTL1,0.973448136,0.097969162,0.32557521
ENSG00000037965,HOXC8,3.771992103,0.01759317,0.169713831
ENSG00000038002,AGA,-0.178943716,0.681055473,0.989129024
ENSG00000038210,PI4K2B,-0.023040998,0.945501388,1
ENSG00000038219,BOD1L1,-0.015054351,0.971213343,1
ENSG00000038274,MAT2B,-0.637160121,0.117130109,0.365642549
ENSG00000038295,TLL1,-1.102720266,0.098964924,0.327731904
ENSG00000038358,EDC4,-0.346094804,0.480094968,0.787098162
ENSG00000038382,TRIO,0.261472035,0.557155158,0.867847753
ENSG00000038427,VCAN,1.097088631,0.087876211,0.309642696
ENSG00000038532,CLEC16A,-0.543068375,0.162308694,0.427733725
ENSG00000038945,MSR1,-2.904608463,0.000132277,0.019803267
ENSG00000039068,CDH1,0.307707738,0.590074499,0.90122129
ENSG00000039123,MTREX,-0.012921643,0.964592324,1
ENSG00000039139,DNAH5,0.234001494,0.814988563,1
ENSG00000039319,ZFYVE16,0.098003211,0.787378508,1
ENSG00000039523,RIPOR1,-1.365531949,0.020521078,0.177881464
ENSG00000039537,C6,-1.602973835,0.29158624,0.561441824
ENSG00000039560,RAI14,0.344706268,0.439588749,0.745441568
ENSG00000039600,SOX30,0.662102447,0.39248674,0.690743315
ENSG00000039650,PNKP,0.24615629,0.561013814,0.871543382
ENSG00000039987,BEST2,2.55106784,0.071710299,0.283203005
ENSG00000040199,PHLPP2,-0.763381612,0.063918603,0.268589386
ENSG00000040275,SPDL1,1.630422269,0.005132403,0.110066967
ENSG00000040341,STAU2,0.162917603,0.601642815,0.913007499
ENSG00000040487,PQLC2,-0.030743516,0.951744157,1
ENSG00000040531,CTNS,-0.243830231,0.527612576,0.837895716
ENSG00000040608,RTN4R,-0.958311804,0.154430794,0.414026496
ENSG00000040633,PHF23,0.027501808,0.950472831,1
ENSG00000040731,CDH10,-3.256467349,0.017356562,0.16909594
ENSG00000040933,INPP4A,-0.039824448,0.8965116,1
ENSG00000041353,RAB27B,0.610096505,0.457126914,0.765391826
ENSG00000041357,PSMA4,0.14693332,0.750297582,1
ENSG00000041515,MYO16,-0.047772125,0.944110324,1
ENSG00000041802,LSG1,0.444003677,0.266498961,0.560967329
ENSG00000041880,PARP3,-0.814777057,0.04811387,0.235537938
ENSG00000041982,TNC,1.838723497,0.032251079,0.204588025
ENSG00000041988,THAP3,0.303883479,0.607330206,0.918811196
ENSG00000042062,RIPOR3,-0.399027694,0.486095911,0.793558233
ENSG00000042088,TDP1,0.407675141,0.406850543,0.707255522
ENSG00000042286,AIFM2,-0.012112552,0.978815129,1
ENSG00000042304,C2orf83,-1.535766097,0.192061281,0.463952491
ENSG00000042317,SPATA7,-0.158736355,0.703289303,1
ENSG00000042429,MED17,0.337216914,0.276699256,0.560967329
ENSG00000042445,RETSAT,-0.916885849,0.065598732,0.26905791
ENSG00000042493,CAPG,-1.336133788,0.052394818,0.244418577
ENSG00000042753,AP2S1,-0.052485717,0.922138419,1
ENSG00000042781,USH2A,1.409591384,0.196876586,0.472152521
ENSG00000042813,ZPBP,-1.661611286,0.124430996,0.37906611
ENSG00000042832,TG,0.128532546,0.83195354,1
ENSG00000042980,ADAM28,1.304377451,0.025630877,0.189956171
ENSG00000043039,BARX2,3.525211039,0.013965344,0.157778105
ENSG00000043093,DCUN1D1,0.173581261,0.598946901,0.910295141
ENSG00000043143,JADE2,-1.206368912,0.005575185,0.113193661
ENSG00000043355,ZIC2,6.993377704,0.000190246,0.023293725
ENSG00000043462,LCP2,-0.711105761,0.120240695,0.372205229
ENSG00000043514,TRIT1,0.510813659,0.138174918,0.3827799
ENSG00000043591,ADRB1,-4.233317631,2.00E-05,0.008454245
ENSG00000044012,GUCA2B,-0.775481374,0.535242498,0.845470671
ENSG00000044090,CUL7,0.376594789,0.334553526,0.617762202
ENSG00000044115,CTNNA1,-0.725527362,0.104876948,0.340176566
ENSG00000044446,PHKA2,-0.168648761,0.63883675,0.94815188
ENSG00000044459,CNTLN,0.111843209,0.794520034,1
ENSG00000044524,EPHA3,0.881768178,0.270942538,0.560967329
ENSG00000044574,HSPA5,0.467293722,0.341761427,0.627318029
ENSG00000046604,DSG2,0.882573494,0.023861723,0.186147981
ENSG00000046647,GEMIN8,-0.035508083,0.925823942,1
ENSG00000046651,OFD1,0.126881876,0.734964873,1
ENSG00000046653,GPM6B,-1.606566482,0.01013485,0.141078274
ENSG00000046774,MAGEC2,10.90301624,0.000635673,0.041609721
ENSG00000046889,PREX2,-2.029002195,0.005107497,0.109733858
ENSG00000047056,WDR37,-0.545314548,0.136450594,0.379375806
ENSG00000047188,YTHDC2,0.070475613,0.840526728,1
ENSG00000047230,CTPS2,-0.147977041,0.661928794,0.970744369
ENSG00000047249,ATP6V1H,-0.630444035,0.088004807,0.309908639
ENSG00000047315,POLR2B,0.275086056,0.360584283,0.650768932
ENSG00000047346,FAM214A,0.119744669,0.781181717,1
ENSG00000047365,ARAP2,-1.201432903,0.035559216,0.211311462
ENSG00000047410,TPR,0.105239723,0.780360022,1
ENSG00000047457,CP,2.704926096,0.011597962,0.146906707
ENSG00000047578,KIAA0556,0.317616699,0.539387198,0.849457992
ENSG00000047579,DTNBP1,-0.416129606,0.273978961,0.560967329
ENSG00000047597,XK,-0.966850088,0.173995796,0.448259477
ENSG00000047617,ANO2,-1.601908376,0.077737406,0.28749013
ENSG00000047621,C12orf4,0.082454414,0.814835415,1
ENSG00000047634,SCML1,0.249498686,0.530496809,0.84106504
ENSG00000047644,WWC3,-1.738717737,0.000979338,0.051743833
ENSG00000047648,ARHGAP6,-2.702515335,1.61E-05,0.007769283
ENSG00000047662,FAM184B,0.711120757,0.286356201,0.560967329
ENSG00000047849,MAP4,-1.158762155,0.009413921,0.137004366
ENSG00000047932,GOPC,0.033095229,0.907468686,1
ENSG00000047936,ROS1,-1.036894181,0.094553633,0.318299514
ENSG00000048028,USP28,0.555197277,0.098033611,0.325702027
ENSG00000048052,HDAC9,1.589512652,0.076343675,0.285735597
ENSG00000048140,TSPAN17,0.248180982,0.544158837,0.854400429
ENSG00000048162,NOP16,0.773490545,0.200356113,0.477675067
ENSG00000048342,CC2D2A,-0.11423664,0.85177152,1
ENSG00000048392,RRM2B,-0.809500511,0.013352249,0.155374273
ENSG00000048405,ZNF800,0.101575032,0.756696757,1
ENSG00000048462,TNFRSF17,1.805242087,0.029770993,0.200225053
ENSG00000048471,SNX29,-0.419635296,0.276920899,0.560967329
ENSG00000048540,LMO3,-1.033872645,0.163010042,0.428983875
ENSG00000048544,MRPS10,0.66873316,0.074360084,0.285489602
ENSG00000048545,GUCA1A,4.036202228,0.003783857,0.097180042
ENSG00000048649,RSF1,-0.077485373,0.840476706,1
ENSG00000048707,VPS13D,-0.603577625,0.186225974,0.463952491
ENSG00000048740,CELF2,-1.548061297,0.002990735,0.087639838
ENSG00000048828,FAM120A,0.015209436,0.965479182,1
ENSG00000048991,R3HDM1,0.741213731,0.039891002,0.218881202
ENSG00000049089,COL9A2,0.001664782,0.997938517,1
ENSG00000049130,KITLG,-0.506229687,0.364064948,0.655191213
ENSG00000049167,ERCC8,0.364695931,0.422997743,0.72651106
ENSG00000049192,ADAMTS6,2.753148001,0.008676873,0.133673799
ENSG00000049239,H6PD,-0.805542042,0.095980978,0.321362277
ENSG00000049245,VAMP3,-0.904415526,0.015310418,0.161766704
ENSG00000049246,PER3,-0.927328116,0.088590352,0.311376278
ENSG00000049247,UTS2,-0.8275146,0.456787207,0.765187521
ENSG00000049249,TNFRSF9,2.974188191,0.005472009,0.112246022
ENSG00000049283,EPN3,2.411827312,0.006407166,0.119103948
ENSG00000049323,LTBP1,-0.30508526,0.600029438,0.911436549
ENSG00000049449,RCN1,0.754711506,0.077666726,0.28749013
ENSG00000049540,ELN,-2.039475156,0.001524617,0.064260209
ENSG00000049541,RFC2,0.6592775,0.205994585,0.487502706
ENSG00000049618,ARID1B,-0.394350781,0.2539917,0.560967329
ENSG00000049656,CLPTM1L,0.128086929,0.721562687,1
ENSG00000049759,NEDD4L,-1.358684359,0.004186671,0.100584579
ENSG00000049768,FOXP3,1.989958579,0.005453731,0.112185859
ENSG00000049769,PPP1R3F,0.439530696,0.402652567,0.702916192
ENSG00000049860,HEXB,-1.232178535,0.004754657,0.10632023
ENSG00000049883,PTCD2,0.478225888,0.231424133,0.528396597
ENSG00000050030,NEXMIF,1.214150865,0.179572181,0.457905654
ENSG00000050130,JKAMP,-0.079724131,0.799626327,1
ENSG00000050165,DKK3,-1.604050652,0.0037522,0.096726481
ENSG00000050327,ARHGEF5,-0.446094619,0.28957724,0.560967329
ENSG00000050344,NFE2L3,1.380295134,0.03200952,0.204392788
ENSG00000050393,MCUR1,-0.367596519,0.313661115,0.590248132
ENSG00000050405,LIMA1,-0.147937919,0.685616507,0.993587589
ENSG00000050426,LETMD1,0.07152116,0.843922984,1
ENSG00000050438,SLC4A8,0.163553418,0.811190251,1
ENSG00000050555,LAMC3,-1.168158006,0.126894142,0.37906611
ENSG00000050628,PTGER3,-1.314691314,0.059987846,0.259988607
ENSG00000050730,TNIP3,-0.585480979,0.505310817,0.814571273
ENSG00000050748,MAPK9,-0.647025024,0.043787817,0.22785631
ENSG00000050767,COL23A1,0.31670886,0.66252737,0.971273843
ENSG00000050820,BCAR1,-0.284924247,0.567054705,0.877642162
ENSG00000051009,FAM160A2,0.037956011,0.928218273,1
ENSG00000051108,HERPUD1,-0.331431377,0.407701266,0.708306878
ENSG00000051128,HOMER3,0.604098411,0.264627809,0.560967329
ENSG00000051180,RAD51,2.175901853,0.003551044,0.094866508
ENSG00000051341,POLQ,3.664718346,2.58E-05,0.009758655
ENSG00000051382,PIK3CB,-0.12528944,0.694787383,1
ENSG00000051523,CYBA,-0.142011122,0.849011689,1
ENSG00000051596,THOC3,0.418358346,0.431804133,0.736826332
ENSG00000051620,HEBP2,0.527217136,0.282348807,0.560967329
ENSG00000051825,MPHOSPH9,1.188933937,0.008179245,0.130151344
ENSG00000052126,PLEKHA5,-0.294433313,0.450093702,0.757583831
ENSG00000052344,PRSS8,-0.533662156,0.511846438,0.821341614
ENSG00000052723,SIKE1,0.393170748,0.24472749,0.548785881
ENSG00000052749,RRP12,0.441784075,0.45304494,0.760722715
ENSG00000052795,FNIP2,-0.638244984,0.125513476,0.37906611
ENSG00000052802,MSMO1,-1.112228025,0.031398887,0.202685536
ENSG00000052841,TTC17,0.149572277,0.629671815,0.940240473
ENSG00000052850,ALX4,2.348651831,0.03236038,0.204712788
ENSG00000053108,FSTL4,2.289775688,0.047649766,0.234461502
ENSG00000053254,FOXN3,-1.134926328,0.002906506,0.086410545
ENSG00000053328,METTL24,-1.038779235,0.137426336,0.381422407
ENSG00000053371,AKR7A2,0.368411814,0.441611114,0.747654723
ENSG00000053372,MRTO4,1.423467782,0.023434735,0.185475412
ENSG00000053438,NNAT,0.625291459,0.417245328,0.719514432
ENSG00000053501,USE1,-0.140681412,0.788991401,1
ENSG00000053524,MCF2L2,1.86751829,0.015121673,0.161116965
ENSG00000053702,NRIP2,-0.313083118,0.566595792,0.877195928
ENSG00000053747,LAMA3,-2.263643419,0.001728527,0.068248146
ENSG00000053770,AP5M1,-0.355983728,0.220221666,0.510535519
ENSG00000053900,ANAPC4,0.435523056,0.214136536,0.500820994
ENSG00000053918,KCNQ1,-1.652937941,0.026481777,0.192231784
ENSG00000054116,TRAPPC3,0.19463955,0.711571036,1
ENSG00000054118,THRAP3,-0.437660764,0.173577475,0.447515068
ENSG00000054148,PHPT1,1.312591364,0.096317053,0.321977798
ENSG00000054179,ENTPD2,2.766905894,0.016360174,0.165442637
ENSG00000054219,LY75,0.342013754,0.507682083,0.817174138
ENSG00000054267,ARID4B,0.119086183,0.736094955,1
ENSG00000054277,OPN3,-0.943424998,0.038145024,0.215588116
ENSG00000054282,SDCCAG8,-0.551235584,0.117418776,0.366244126
ENSG00000054356,PTPRN,6.079273571,0.002257253,0.077853628
ENSG00000054392,HHAT,0.2508307,0.556820169,0.867537976
ENSG00000054523,KIF1B,-0.043457631,0.912578501,1
ENSG00000054598,FOXC1,0.610504942,0.359247643,0.649235049
ENSG00000054611,TBC1D22A,-0.666398583,0.062238079,0.264815035
ENSG00000054654,SYNE2,-0.193201675,0.729148898,1
ENSG00000054690,PLEKHH1,1.070792459,0.172301912,0.445356263
ENSG00000054793,ATP9A,0.092132167,0.82462756,1
ENSG00000054796,SPO11,0,1,1
ENSG00000054803,CBLN4,0.302870755,0.730222813,1
ENSG00000054938,CHRDL2,1.024110698,0.190629056,0.463952491
ENSG00000054965,FAM168A,-0.379022236,0.242317453,0.545221029
ENSG00000054967,RELT,-0.142727878,0.763484039,1
ENSG00000054983,GALC,-1.026416558,0.008389206,0.132034059
ENSG00000055044,NOP58,0.942266976,0.029289726,0.198580214
ENSG00000055070,SZRD1,0.046190974,0.913606857,1
ENSG00000055118,KCNH2,3.391801645,0.021227987,0.179495645
ENSG00000055130,CUL1,0.033696644,0.924834468,1
ENSG00000055147,FAM114A2,-0.276217215,0.406767064,0.707130729
ENSG00000055163,CYFIP2,-0.833448879,0.073427091,0.283344661
ENSG00000055208,TAB2,-0.528633755,0.133348778,0.37906611
ENSG00000055211,GINM1,-0.64050437,0.170257584,0.442188656
ENSG00000055332,EIF2AK2,0.070832051,0.839323787,1
ENSG00000055483,USP36,-0.091146576,0.795463561,1
ENSG00000055609,KMT2C,0.464370205,0.308785922,0.583889794
ENSG00000055732,MCOLN3,-0.312801716,0.708879565,1
ENSG00000055813,CCDC85A,-4.36450843,1.05E-06,0.00274812
ENSG00000055917,PUM2,-0.21239416,0.489869972,0.797802938
ENSG00000055950,MRPL43,0.092842198,0.855608363,1
ENSG00000055955,ITIH4,1.2994514,0.087799053,0.309497033
ENSG00000055957,ITIH1,0.130155994,0.888123264,1
ENSG00000056050,HPF1,0.588710492,0.247988367,0.554216063
ENSG00000056097,ZFR,0.121655097,0.694315006,1
ENSG00000056277,ZNF280C,1.107483925,0.020028275,0.176286374
ENSG00000056291,NPFFR2,6.267198579,0.002558052,0.081947731
ENSG00000056487,PHF21B,2.060410523,0.052582338,0.244418577
ENSG00000056558,TRAF1,1.222674165,0.019510882,0.174376475
ENSG00000056586,RC3H2,-0.202107006,0.562007797,0.872549672
ENSG00000056736,IL17RB,-0.452528051,0.268488367,0.560967329
ENSG00000056972,TRAF3IP2,-0.679006231,0.067131273,0.272104193
ENSG00000056998,GYG2,1.594245282,0.026528324,0.192231784
ENSG00000057019,DCBLD2,1.77558868,0.018694284,0.172383585
ENSG00000057149,SERPINB3,1.411597241,0.36622195,0.657705392
ENSG00000057252,SOAT1,-0.20544953,0.558917013,0.869268371
ENSG00000057294,PKP2,-0.35687186,0.670912252,0.979690626
ENSG00000057468,MSH4,1.597500541,0.121276127,0.374184768
ENSG00000057593,F7,2.604534203,0.06405526,0.268589386
ENSG00000057608,GDI2,0.193925316,0.658540409,0.967111801
ENSG00000057657,PRDM1,-0.282106996,0.523829195,0.833910489
ENSG00000057663,ATG5,-0.20294605,0.556263633,0.8670156
ENSG00000057704,TMCC3,-1.277124502,0.005099689,0.109733858
ENSG00000057757,PITHD1,-0.23824678,0.519616912,0.829780479
ENSG00000057935,MTA3,0.196101939,0.51237795,0.821932834
ENSG00000058056,USP13,-0.354101969,0.294707705,0.565687278
ENSG00000058063,ATP11B,0.058018339,0.870774556,1
ENSG00000058085,LAMC2,1.938525502,0.077486659,0.28749013
ENSG00000058091,CDK14,-0.688466079,0.07579472,0.285651462
ENSG00000058262,SEC61A1,0.180467622,0.663246982,0.971946968
ENSG00000058272,PPP1R12A,-0.049068082,0.878145407,1
