# Feature1 Sys. Name	Feature1 Std. Name	Feature2 Sys. Name	Feature2 Std. Name	PE Score	Conf. Score	Direct Score	Indirect Score
YGR103W	NOP7	YNR053C	NOG2	4.935176	0.759021	-2.788235	0
YDR418W	RPL12B	YHL033C	RPL8A	4.935872	0.759151	-0.309804	5.276766
YDR064W	RPS13	YKL180W	RPL17A	4.936841	0.759263	0	7.364392
YGR085C	RPL11B	YPL220W	RPL1A	4.937065	0.759289	1.209275	3.126722
YBR154C	RPB5	YGR063C	SPT4	4.937067	0.759289	1.981239	3.346395
YCR020W-B	HTL1	YGR056W	RSC1	4.937463	0.759328	0.872781	5.56422
YGL147C	RPL9A	YLR448W	RPL6B	4.938132	0.759395	1.089092	6.881638
YMR314W	PRE5	YOR259C	RPT4	4.939212	0.759577	0	0.528473
YCR071C	IMG2	YKR006C	MRPL13	4.940013	0.759712	1.711371	0
YJR113C	RSM7	YPL013C	MRPS16	4.94051	0.759674	-0.309804	1.306624
YDR041W	RSM10	YMR158W	MRPS8	4.940864	0.759601	0	2.540578
YCR020W-B	HTL1	YDR303C	RSC3	4.942806	0.759986	-0.619608	7.172291
YER006W	NUG1	YNL182C	IPI3	4.943466	0.760116	-0.619608	0
YIL018W	RPL2B	YMR242C	RPL20A	4.943806	0.760184	-0.309804	5.421764
YDL075W	RPL31A	YJL190C	RPS22A	4.944449	0.760324	0	6.568069
YDL014W	NOP1	YHR203C	RPS4B	4.945759	0.76061	1.343691	2.565537
YBL004W	UTP20	YKR060W	UTP30	4.945853	0.760631	0	0
YDR378C	LSM6	YMR268C	PRP24	4.946425	0.760756	2.135409	3.573775
YDR447C	RPS17B	YMR142C	RPL13B	4.947183	0.760921	-0.309804	3.211703
YAL032C	PRP45	YMR213W	CEF1	4.947393	0.760967	-0.309804	4.614471
YHR200W	RPN10	YMR314W	PRE5	4.947502	0.760991	-1.858824	0.621668
YHL033C	RPL8A	YLL045C	RPL8B	4.948453	0.761199	1.086972	5.832401
YDR064W	RPS13	YLR441C	RPS1A	4.948945	0.761161	0	5.242092
YBR122C	MRPL36	YCR071C	IMG2	4.949191	0.761063	1.729726	0
YBR191W	RPL21A	YJL177W	RPL17B	4.94942	0.760961	0	9.89884
YDL099W	BUG1	YDR517W	GRH1	4.949489	0.760966	4.432868	0
YMR288W	HSH155	YOR319W	HSH49	4.9499	0.760993	1.689197	2.428863
YGL076C	RPL7A	YLL045C	RPL8B	4.95026	0.761016	1.053953	5.835005
YGL173C	KEM1	YLR175W	CBF5	4.950275	0.761019	-1.089475	4.452373
YIL133C	RPL16A	YJR123W	RPS5	4.951121	0.761188	0	5.880584
YBR189W	RPS9B	YDL014W	NOP1	4.952333	0.761429	-0.309804	3.998913
YGR132C	PHB1	YPL050C	MNN9	4.952555	0.761474	0	1.395406
YDL136W	RPL35B	YLR448W	RPL6B	4.953281	0.761619	0	8.001029
YCR066W	RAD18	YGL058W	RAD6	4.953505	0.76164	9.90701	0
YDL075W	RPL31A	YFR031C-A	RPL2A	4.954316	0.761719	0	9.088651
YFL002C	SPB4	YOR063W	RPL3	4.954615	0.761782	-0.309804	0
YNR024W	YNR024W	YOR001W	RRP6	4.958131	0.762527	5.089129	4.827133
YOR096W	RPS7A	YPL081W	RPS9A	4.958428	0.762589	-0.619608	1.811833
YER104W	RTT105	YJL173C	RFA3	4.958774	0.762561	1.011871	3.63311
YDR064W	RPS13	YLR287C-A	RPS30A	4.958908	0.76255	1.220586	8.69723
YBR152W	SPP381	YDL098C	SNU23	4.958932	0.762553	2.712185	1.214919
YDR087C	RRP1	YOR272W	YTM1	4.959262	0.762605	-0.929412	1.337637
YDR064W	RPS13	YLR197W	SIK1	4.960244	0.76276	0.247363	2.686534
YBL092W	RPL32	YDL075W	RPL31A	4.960634	0.762821	0	9.921268
YDR496C	PUF6	YFL002C	SPB4	4.960736	0.762813	-0.929412	0
YOL041C	NOP12	YPL012W	RRP12	4.960888	0.7628	-0.619608	3.771082
YIL093C	RSM25	YNR037C	RSM19	4.961095	0.762783	-0.309804	2.366152
YMR242C	RPL20A	YPL198W	RPL7B	4.962766	0.763046	-0.619608	6.40053
YDR369C	XRS2	YMR224C	MRE11	4.962846	0.762913	6.623778	3.301914
YML007W	YAP1	YPL042C	SSN3	4.963536	0.76303	0	1.164193
YGL111W	NSA1	YPL043W	NOP4	4.964295	0.763159	-0.309804	0
YDR116C	MRPL1	YLR312W-A	MRPL15	4.964775	0.76324	-0.309804	0
YJL063C	MRPL8	YKL167C	MRP49	4.964775	0.76324	-0.309804	0
YJL063C	MRPL8	YKR006C	MRPL13	4.964775	0.76324	-0.309804	0
YLR325C	RPL38	YOL127W	RPL25	4.965557	0.762976	-0.309804	2.641487
YOL041C	NOP12	YOR312C	RPL20B	4.96587	0.763001	-0.309804	2.494448
YDR064W	RPS13	YDR418W	RPL12B	4.966163	0.763024	0	5.158691
YNL096C	RPS7B	YPL090C	RPS6A	4.966474	0.763048	-0.309804	7.818511
YIR010W	DSN1	YJR112W	NNF1	4.967783	0.763334	4.544933	0
YDL031W	DBP10	YLL045C	RPL8B	4.968355	0.763459	-0.619608	2.481912
YML063W	RPS1B	YMR194W	RPL36A	4.969746	0.763763	0	6.505792
YGR085C	RPL11B	YKR081C	RPF2	4.971096	0.764059	-0.619608	6.752323
YLR175W	CBF5	YMR310C	YMR310C	4.971734	0.764198	2.617702	1.266726
YIL143C	SSL2	YOR352W	YOR352W	4.971814	0.764216	-0.309804	0
YBR189W	RPS9B	YLR367W	RPS22B	4.972445	0.764354	0	0
YDR138W	HPR1	YDR381W	YRA1	4.972705	0.764377	0.98062	1.408865
YGR090W	UTP22	YOR039W	CKB2	4.973261	0.764427	-0.864125	3.673041
YGR232W	NAS6	YPR108W	RPN7	4.97344	0.764443	-0.619608	10.373452
YER125W	RSP5	YHR131C	YHR131C	4.974888	0.764735	2.11386	0
YDR507C	GIN4	YKR048C	NAP1	4.975258	0.76481	3.709064	2.103675
YOL054W	YOL054W	YPL001W	HAT1	4.975538	0.764866	-5.70943	10.911514
YDL082W	RPL13A	YGL147C	RPL9A	4.977071	0.765175	0.879027	6.976934
YKL173W	SNU114	YMR240C	CUS1	4.977342	0.765215	-0.929412	1.579916
YDL136W	RPL35B	YNL096C	RPS7B	4.97783	0.765288	0	9.95566
YBR257W	POP4	YHR062C	RPP1	4.978673	0.765414	0.89657	3.364755
YDR447C	RPS17B	YLR441C	RPS1A	4.979856	0.76555	-0.309804	8.313425
YCR077C	PAT1	YOR308C	SNU66	4.979959	0.765565	-1.239216	2.08652
YGR245C	SDA1	YLR106C	MDN1	4.981342	0.76577	-1.239216	0
YLR029C	RPL15A	YOL120C	RPL18A	4.981457	0.765787	0	5.865132
YMR242C	RPL20A	YOL040C	RPS15	4.981773	0.765848	-0.309804	8.76744
YBR105C	VID24	YIL097W	FYV10	4.984236	0.76632	2.170037	5.581204
YJR042W	NUP85	YLR208W	SEC13	4.984546	0.76638	-0.619608	1.266941
YGL014W	PUF4	YOL127W	RPL25	4.984704	0.766312	-0.309804	11.119644
YDR471W	RPL27B	YHR141C	RPL42B	4.984766	0.766285	0	9.969532
YOR206W	NOC2	YPL211W	NIP7	4.985343	0.766364	-2.788235	1.855005
YKL155C	RSM22	YMR158W	MRPS8	4.986168	0.766476	-0.309804	2.4163
YCR057C	PWP2	YDL148C	NOP14	4.986608	0.766542	-0.929412	0.638461
YDR012W	RPL4B	YLL045C	RPL8B	4.987809	0.766723	-0.309804	9.363259
YDR064W	RPS13	YOR063W	RPL3	4.98817	0.766789	0	4.752533
YLR287C-A	RPS30A	YMR194W	RPL36A	4.988198	0.766794	-0.309804	10.286201
YKL009W	MRT4	YLR406C	RPL31B	4.988577	0.766862	-0.309804	1.281079
YFR001W	LOC1	YMR290C	HAS1	4.988875	0.766916	0	2.456232
YNL030W	HHF2	YOL054W	YOL054W	4.989584	0.767044	0.131411	9.209391
YDL075W	RPL31A	YHR141C	RPL42B	4.990296	0.767173	0	9.980593
YDR418W	RPL12B	YJL177W	RPL17B	4.990519	0.767091	0	7.137936
YNL096C	RPS7B	YOR096W	RPS7A	4.990595	0.766979	2.184395	6.280429
YER165W	PAB1	YOL139C	CDC33	4.991376	0.767031	0.63939	2.352557
YGL103W	RPL28	YLR441C	RPS1A	4.992788	0.767331	0	6.621713
YDR238C	SEC26	YER122C	GLO3	4.995881	0.767988	4.346889	1.048307
YDL075W	RPL31A	YDR064W	RPS13	4.996597	0.76814	0	5.782632
YKL172W	EBP2	YPL211W	NIP7	4.997645	0.768362	-0.929412	1.01085
YHR203C	RPS4B	YJR123W	RPS5	4.997667	0.768367	-0.309804	6.007085
YDR237W	MRPL7	YGR220C	MRPL9	4.997678	0.768241	-0.309804	0
YDR349C	YPS7	YLR430W	SEN1	5.000076	0.768727	-0.309804	10.309956
YDR450W	RPS18A	YML063W	RPS1B	5.002193	0.769157	0	2.50554
YBL092W	RPL32	YML073C	RPL6A	5.002749	0.769158	0	10.005498
YKL088W	YKL088W	YOR054C	VHS3	5.003267	0.769236	3.876652	1.264725
YDR404C	RPB7	YPL129W	TAF14	5.003539	0.769277	1.143331	5.157681
YDR116C	MRPL1	YKR085C	MRPL20	5.004336	0.769398	0	0
YDR025W	RPS11A	YJL190C	RPS22A	5.004756	0.769372	0	2.964891
YHR141C	RPL42B	YOL127W	RPL25	5.005163	0.769352	0	10.010326
YJR050W	ISY1	YPR101W	SNT309	5.005592	0.769398	2.145342	0
YDL083C	RPS16B	YHR141C	RPL42B	5.005892	0.769429	0	10.011784
YNL059C	ARP5	YPL129W	TAF14	5.005954	0.769436	0.276359	1.137272
YBL090W	MRP21	YOR158W	PET123	5.00607	0.769448	-0.309804	2.153289
YBR189W	RPS9B	YLR441C	RPS1A	5.006867	0.769516	0	9.117261
YJR145C	RPS4A	YPL090C	RPS6A	5.007774	0.769614	-0.309804	6.418963
YNL172W	APC1	YOR249C	APC5	5.007911	0.769543	-0.309804	3.443456
YDR175C	RSM24	YGR215W	RSM27	5.008906	0.769665	0	5.403855
YEL054C	RPL12A	YOR063W	RPL3	5.00953	0.769708	1.455156	0.719683
YIL093C	RSM25	YMR158W	MRPS8	5.009873	0.769693	-0.309804	2.46371
YLR340W	RPP0	YNL069C	RPL16B	5.010191	0.769678	-0.309804	7.379976
YBR189W	RPS9B	YGR214W	RPS0A	5.01091	0.76975	0	3.518843
YMR242C	RPL20A	YNL096C	RPS7B	5.011301	0.769802	-0.309804	10.332406
YLR312W-A	MRPL15	YMR024W	MRPL3	5.011886	0.76988	2.75105	0
YGR090W	UTP22	YIL035C	CKA1	5.01219	0.769938	4.691511	1.707372
YGL111W	NSA1	YNL110C	NOP15	5.012217	0.769943	-0.619608	0
YDL083C	RPS16B	YGL031C	RPL24A	5.012341	0.769967	0	7.751433
YOR204W	DED1	YPR041W	TIF5	5.0124	0.769978	0.77907	1.92366
YGL066W	SGF73	YML015C	TAF11	5.012462	0.76999	-0.309804	5.366196
YCL054W	SPB1	YDL031W	DBP10	5.013783	0.770242	-0.309804	0
YMR128W	ECM16	YOR096W	RPS7A	5.015284	0.770529	-0.150914	3.266687
YBL092W	RPL32	YGR034W	RPL26B	5.015404	0.770552	0	10.030808
YDR060W	MAK21	YLR029C	RPL15A	5.015505	0.770572	-1.239216	5.143282
YLR448W	RPL6B	YOL041C	NOP12	5.017304	0.770917	-0.309804	4.42391
YER074W	RPS24A	YNL301C	RPL18B	5.018906	0.771225	0	6.445313
YER133W	GLC7	YNL222W	SSU72	5.019428	0.771325	-0.619608	3.948701
YGR220C	MRPL9	YLR439W	MRPL4	5.019496	0.771338	-0.619608	0
YER074W	RPS24A	YLR029C	RPL15A	5.020306	0.771465	0	6.495325
YBR167C	POP7	YBR257W	POP4	5.020983	0.771571	2.769999	2.653485
YHL001W	RPL14B	YLR448W	RPL6B	5.021303	0.771562	0	9.229083
YJR123W	RPS5	YNL132W	KRE33	5.023824	0.772016	-0.309804	6.15643
YJR123W	RPS5	YPL090C	RPS6A	5.023968	0.772042	-0.309804	7.92334
YDR190C	RVB1	YML041C	VPS71	5.023995	0.772044	4.610503	1.698532
YDL031W	DBP10	YFR001W	LOC1	5.024094	0.772053	-0.309804	1.030929
YGL129C	RSM23	YGR215W	RSM27	5.024562	0.772094	0	2.183284
YGR166W	KRE11	YMR218C	TRS130	5.025554	0.772236	0	0
YDR064W	RPS13	YGR090W	UTP22	5.025967	0.77231	-1.358194	2.740501
YJL190C	RPS22A	YOR204W	DED1	5.026552	0.772415	0	1.697749
YBR009C	HHF1	YBR010W	HHT1	5.02746	0.772578	2.994027	7.901326
YNL207W	RIO2	YPL266W	DIM1	5.027696	0.772623	0	0
YBL004W	UTP20	YGR128C	UTP8	5.030262	0.773119	-1.858824	0
YML049C	RSE1	YMR213W	CEF1	5.030306	0.773127	-0.309804	2.096613
YER112W	LSM4	YNL147W	LSM7	5.030815	0.773225	0.677618	4.464964
YLL011W	SOF1	YNL132W	KRE33	5.031498	0.773357	-0.929412	0
YDL075W	RPL31A	YNL069C	RPL16B	5.031695	0.773395	0	6.288293
YBR105C	VID24	YIL017C	VID28	5.033076	0.773664	2.399584	5.449338
YBR245C	ISW1	YLR033W	RSC58	5.033841	0.773813	-2.168627	0
YJR145C	RPS4A	YMR290C	HAS1	5.03492	0.774022	0	8.638508
YDR025W	RPS11A	YOR063W	RPL3	5.034935	0.774025	0	7.046921
YDL148C	NOP14	YOR096W	RPS7A	5.035109	0.774059	-0.929412	1.643518
YHL004W	MRP4	YMR158W	MRPS8	5.035876	0.774209	-0.309804	1.257062
YLL011W	SOF1	YLR129W	DIP2	5.036138	0.77426	-0.619608	0
YBR267W	REI1	YDR101C	ARX1	5.037633	0.774553	-3.407843	0
YHR208W	BAT1	YJR148W	BAT2	5.038622	0.774746	-0.309804	0
YGR034W	RPL26B	YOR063W	RPL3	5.038752	0.774772	0	6.746233
YBL072C	RPS8A	YPL198W	RPL7B	5.040264	0.775073	-0.309804	8.030699
YBR048W	RPS11B	YLR441C	RPS1A	5.040571	0.775134	0	5.962281
YOR206W	NOC2	YPR016C	TIF6	5.040846	0.775191	-0.619608	0
YDR496C	PUF6	YIL018W	RPL2B	5.041347	0.775294	1.425478	3.121282
YHR141C	RPL42B	YML073C	RPL6A	5.042426	0.775516	0	10.084851
YDR099W	BMH2	YGL252C	RTG2	5.044747	0.77599	0.429282	0.600421
YKL155C	RSM22	YNR037C	RSM19	5.044989	0.77604	2.224137	0
YDR064W	RPS13	YOR312C	RPL20B	5.045811	0.776207	0	6.135046
YCL037C	SRO9	YGL120C	PRP43	5.046197	0.776286	0.757788	1.871584
YGL127C	SOH1	YPR168W	NUT2	5.04748	0.776548	1.245326	9.690066
YBR048W	RPS11B	YER074W	RPS24A	5.048629	0.776782	0	8.598227
YDL098C	SNU23	YDR378C	LSM6	5.049072	0.776892	-0.309804	2.382516
YDR382W	RPP2B	YKL180W	RPL17A	5.049321	0.776954	-0.309804	7.733726
YDL083C	RPS16B	YDL136W	RPL35B	5.049368	0.776964	0	10.098736
YCR057C	PWP2	YLL011W	SOF1	5.049545	0.776999	-0.929412	0
YER133W	GLC7	YPL137C	YPL137C	5.049676	0.777025	5.982482	0
YDL148C	NOP14	YDR324C	UTP4	5.050236	0.777137	-2.478431	1.213623
YBL092W	RPL32	YER074W	RPS24A	5.051453	0.777379	0	10.102906
YGL244W	RTF1	YIL035C	CKA1	5.052214	0.777531	-3.717647	5.083162
YGL094C	PAN2	YKL025C	PAN3	5.053282	0.777743	5.480887	0
YMR229C	RRP5	YNL061W	NOP2	5.053324	0.777752	-1.857417	3.439219
YGR090W	UTP22	YPL217C	BMS1	5.05449	0.777984	-4.337255	0.564765
YIR009W	MSL1	YMR240C	CUS1	5.054499	0.777986	-0.309804	1.211037
YGL147C	RPL9A	YOL040C	RPS15	5.055095	0.778105	0.965832	6.330662
YGR084C	MRP13	YNR037C	RSM19	5.056802	0.778445	-0.309804	2.557566
YHR196W	UTP9	YJR002W	MPP10	5.058907	0.778883	-1.858824	0.994809
YHR197W	RIX1	YOL077C	BRX1	5.059484	0.779003	-0.929412	0
YCR031C	RPS14A	YML063W	RPS1B	5.059773	0.779063	0	4.742574
YNL061W	NOP2	YPL198W	RPL7B	5.060758	0.779274	-0.929412	2.135589
YGR103W	NOP7	YLR106C	MDN1	5.061409	0.779412	-2.478431	0
YDR064W	RPS13	YOL127W	RPL25	5.061743	0.779484	0	7.17686
YDR324C	UTP4	YGR090W	UTP22	5.061798	0.779495	-5.886274	1.530621
YDL185W	TFP1	YOR332W	VMA4	5.062003	0.779539	1.004853	1.344837
YGL103W	RPL28	YHR141C	RPL42B	5.062818	0.779749	0	10.125636
YEL003W	GIM4	YML094W	GIM5	5.063107	0.779869	3.956736	6.169478
YOL041C	NOP12	YOR063W	RPL3	5.065039	0.780298	-0.309804	4.55259
YLR222C	UTP13	YPR144C	NOC4	5.065256	0.780346	-2.788235	0
YNL137C	NAM9	YPL013C	MRPS16	5.065507	0.780402	1.607334	1.320347
YBL072C	RPS8A	YLR441C	RPS1A	5.065921	0.78056	0	6.095983
YGL061C	DUO1	YKR037C	SPC34	5.066076	0.780674	4.239137	5.893014
YJL053W	PEP8	YJL154C	VPS35	5.06629	0.780808	1.216162	3.659476
YLR222C	UTP13	YNL075W	IMP4	5.066796	0.780958	-2.478431	0
YDR429C	TIF35	YNL244C	SUI1	5.067243	0.78109	1.245306	5.296298
YER012W	PRE1	YFL007W	BLM10	5.067342	0.781114	0.424911	4.188155
YGL133W	ITC1	YJL065C	DLS1	5.069242	0.781575	6.761651	0
YGL076C	RPL7A	YGL103W	RPL28	5.069354	0.781602	-0.309804	4.127501
YER172C	BRR2	YGR278W	CWC22	5.069783	0.781817	-1.239216	0.984218
YCR081W	SRB8	YMR112C	MED11	5.071539	0.782177	-0.309804	0
YDL014W	NOP1	YOR096W	RPS7A	5.071642	0.782198	-0.619608	2.591735
YFR004W	RPN11	YMR191W	SPG5	5.075038	0.782894	1.625277	8.524799
YGL128C	CWC23	YPL151C	PRP46	5.075514	0.782992	-0.309804	0
YLL045C	RPL8B	YPL090C	RPS6A	5.076797	0.783255	-0.619608	7.355261
YBL093C	ROX3	YNL236W	SIN4	5.077699	0.78344	1.879732	5.609224
YDR280W	RRP45	YNL189W	SRP1	5.078889	0.783744	-2.478431	2.553068
YPL143W	RPL33A	YPL249C-A	RPL36B	5.080002	0.784029	0	1.334553
YGL086W	MAD1	YJL030W	MAD2	5.080265	0.784159	4.694421	0
YBR289W	SNF5	YPR034W	ARP7	5.080561	0.784304	-0.309804	4.099646
YCL016C	DCC1	YHR191C	CTF8	5.081266	0.784605	8.813256	1.349275
YLR075W	RPL10	YNL069C	RPL16B	5.081305	0.784621	0	6.492619
YDR064W	RPS13	YIL133C	RPL16A	5.081368	0.784661	0	6.568131
YNL244C	SUI1	YOR361C	PRT1	5.08172	0.784882	2.532455	1.404178
YML073C	RPL6A	YNL178W	RPS3	5.0818	0.784898	-0.309804	5.757728
YBR189W	RPS9B	YPL012W	RRP12	5.082196	0.784978	-0.309804	1.891827
YBR048W	RPS11B	YDL148C	NOP14	5.08292	0.785124	-0.619608	1.834548
YFR001W	LOC1	YNL061W	NOP2	5.08292	0.785124	-0.619608	3.581029
YDL030W	PRP9	YIR009W	MSL1	5.084772	0.785499	0	1.211037
YER006W	NUG1	YLL034C	RIX7	5.085571	0.78566	-1.858824	0
YOR063W	RPL3	YPR016C	TIF6	5.086986	0.785946	-0.619608	0
YLR360W	VPS38	YPL120W	VPS30	5.08899	0.786351	0	0
YDR416W	SYF1	YMR288W	HSH155	5.089702	0.786495	-0.619608	0
YDL150W	RPC53	YDR045C	RPC11	5.090159	0.786587	2.275075	3.46336
YHR165C	PRP8	YJL124C	LSM1	5.090587	0.786674	-0.619608	2.367998
YIL018W	RPL2B	YOR096W	RPS7A	5.091071	0.786771	-0.309804	5.607817
YKL196C	YKT6	YMR197C	VTI1	5.092652	0.787091	0	0
YDR116C	MRPL1	YDR405W	MRP20	5.093251	0.787212	2.320661	0
YEL022W	GEA2	YHR020W	YHR020W	5.093789	0.787357	0	0
YCL059C	KRR1	YDL148C	NOP14	5.094728	0.787611	-0.619608	1.9937
YLL034C	RIX7	YPL211W	NIP7	5.095121	0.787717	-1.858824	0
YDL075W	RPL31A	YLR448W	RPL6B	5.095626	0.787854	0	8.379612
YDR318W	MCM21	YLR315W	NKP2	5.095644	0.787858	4.197905	5.993383
YGR091W	PRP31	YJL203W	PRP21	5.097255	0.788251	-1.54902	0
YAL032C	PRP45	YKL173W	SNU114	5.097508	0.788313	-0.619608	1.685388
YKL180W	RPL17A	YLL045C	RPL8B	5.099083	0.788697	-0.309804	5.07785
YGL076C	RPL7A	YMR242C	RPL20A	5.099182	0.78892	-0.619608	6.43447
YCR031C	RPS14A	YPL249C-A	RPL36B	5.099608	0.789085	0	3.805779
YER102W	RPS8B	YMR290C	HAS1	5.100177	0.789306	0	7.85226
YEL037C	RAD23	YER162C	RAD4	5.100192	0.789312	4.055169	2.072622
YKL214C	YRA2	YMR125W	STO1	5.101433	0.789603	3.281024	3.306292
YGL133W	ITC1	YKR001C	VPS1	5.102189	0.78978	-0.619608	0
YLR449W	FPR4	YMR049C	ERB1	5.102527	0.789859	-2.788235	0.928879
YDR324C	UTP4	YNL132W	KRE33	5.103509	0.790089	-2.168627	0.791981
YBL072C	RPS8A	YLR029C	RPL15A	5.104202	0.790252	0	7.371382
YDR447C	RPS17B	YNL302C	RPS19B	5.104398	0.790298	2.015227	8.193568
YHL001W	RPL14B	YLR075W	RPL10	5.105244	0.790662	0	6.410015
YAL011W	SWC3	YDR190C	RVB1	5.106564	0.790977	2.560075	7.653053
YNL107W	YAF9	YNL136W	EAF7	5.10671	0.791012	1.210135	9.003285
YDR224C	HTB1	YPL082C	MOT1	5.106757	0.791023	-1.54902	0
YJR145C	RPS4A	YLR029C	RPL15A	5.106929	0.791064	0	6.175408
YDR334W	SWR1	YLR399C	BDF1	5.107874	0.79129	1.427633	8.788116
YDR484W	VPS52	YJL029C	VPS53	5.108115	0.791347	2.875845	0
YLR448W	RPL6B	YNL178W	RPS3	5.108735	0.791495	-0.309804	5.623339
YBL090W	MRP21	YNL137C	NAM9	5.109121	0.791587	-0.619608	2.279361
YBL027W	RPL19B	YLR287C-A	RPS30A	5.110378	0.791913	-0.309804	10.53056
YLR418C	CDC73	YOR061W	CKA2	5.110874	0.792041	-1.986816	2.653242
YCR031C	RPS14A	YMR142C	RPL13B	5.111061	0.792089	0	1.01085
YHL033C	RPL8A	YLR075W	RPL10	5.111967	0.792323	-0.309804	5.531893
YDL083C	RPS16B	YOL127W	RPL25	5.112179	0.79238	0	8.510032
YER107C	GLE2	YMR047C	NUP116	5.114481	0.792997	0	0
YGR220C	MRPL9	YJL063C	MRPL8	5.115628	0.793417	-0.619608	0
YDL098C	SNU23	YLR147C	SMD3	5.117655	0.793911	-0.619608	1.966298
YKL007W	CAP1	YLR429W	CRN1	5.119166	0.79428	-1.239216	7.498926
YDL031W	DBP10	YHR197W	RIX1	5.119182	0.79429	-0.929412	0
YCR057C	PWP2	YPL217C	BMS1	5.119489	0.794472	-0.619608	0
YBR122C	MRPL36	YDR116C	MRPL1	5.119677	0.794585	0	0
YDR116C	MRPL1	YKR006C	MRPL13	5.119677	0.794585	0	0
YPL151C	PRP46	YPL213W	LEA1	5.121144	0.795234	-0.929412	0
YDL132W	CDC53	YDR054C	CDC34	5.121322	0.795313	9.143096	1.099547
YHR203C	RPS4B	YML063W	RPS1B	5.121966	0.795646	-0.309804	5.386087
YDL007W	RPT2	YGR232W	NAS6	5.123162	0.796087	-1.239216	9.919355
YJL190C	RPS22A	YPL198W	RPL7B	5.124259	0.796385	1.618075	4.605734
YGL030W	RPL30	YGR034W	RPL26B	5.12569	0.796773	-0.309804	6.612257
YJL011C	RPC17	YOR224C	RPB8	5.125846	0.796843	0.001161	3.797961
YDR324C	UTP4	YPR137W	RRP9	5.126165	0.796985	-2.788235	0
YLL026W	HSP104	YLR249W	YEF3	5.126408	0.797094	-0.929412	12.022661
YHR203C	RPS4B	YLR441C	RPS1A	5.126542	0.797154	1.820894	5.598859
YBR031W	RPL4A	YIL133C	RPL16A	5.127969	0.79764	0	5.897312
YGL129C	RSM23	YMR158W	MRPS8	5.129729	0.798187	0	2.393618
YBL038W	MRPL16	YDR296W	MHR1	5.130513	0.798387	0	0
YPL093W	NOG1	YPL131W	RPL5	5.131915	0.798743	0	1.823583
YDL083C	RPS16B	YHL001W	RPL14B	5.132155	0.798804	0	8.759594
YDR064W	RPS13	YLR075W	RPL10	5.132248	0.798828	0	6.21688
YKL180W	RPL17A	YPL220W	RPL1A	5.132837	0.798977	-0.309804	1.835984
YML049C	RSE1	YOR308C	SNU66	5.133147	0.799127	-0.929412	0.984218
YKL122C	SRP21	YPL243W	SRP68	5.133601	0.799346	1.689007	1.40001
YGR063C	SPT4	YOL005C	RPB11	5.133626	0.79936	2.20221	5.27033
YKR048C	NAP1	YMR139W	RIM11	5.133824	0.799471	0.28326	0
YDR060W	MAK21	YPL211W	NIP7	5.134149	0.799652	-1.858824	0.96365
YJL148W	RPA34	YOR210W	RPB10	5.134229	0.799697	3.490286	7.618606
YJL124C	LSM1	YOR308C	SNU66	5.134494	0.799782	-1.239216	2.176908
YGL031C	RPL24A	YML063W	RPS1B	5.135155	0.799997	0	4.579979
YML046W	PRP39	YML049C	RSE1	5.135828	0.800216	-0.309804	3.67824
YDR447C	RPS17B	YIL069C	RPS24B	5.135878	0.800232	-0.619608	4.056418
YGL005C	COG7	YGR120C	COG2	5.135966	0.800492	-0.619608	0
YBL092W	RPL32	YOL127W	RPL25	5.136476	0.800831	0	10.272951
YNL182C	IPI3	YNR053C	NOG2	5.137122	0.801032	-0.309804	0
YGL103W	RPL28	YNL301C	RPL18B	5.138344	0.801411	0	7.342024
YML010W	SPT5	YPR187W	RPO26	5.139061	0.801785	1.172567	6.339578
YBL027W	RPL19B	YDL082W	RPL13A	5.13908	0.801795	0	8.070768
YGL120C	PRP43	YJR145C	RPS4A	5.13934	0.80194	0.24828	5.514872
YHL033C	RPL8A	YML063W	RPS1B	5.139668	0.802124	-0.309804	5.091269
YDL075W	RPL31A	YDR418W	RPL12B	5.139751	0.80217	0	6.144555
YAL047C	SPC72	YHR172W	SPC97	5.140368	0.802368	1.9064	0
YKR081C	RPF2	YNL110C	NOP15	5.140875	0.80253	1.026188	1.501494
YMR194W	RPL36A	YNL069C	RPL16B	5.141536	0.802742	0	8.395523
YDR418W	RPL12B	YJL190C	RPS22A	5.142266	0.802983	0	4.524172
YKL009W	MRT4	YOR063W	RPL3	5.142999	0.803226	-0.309804	1.967158
YBR031W	RPL4A	YGR085C	RPL11B	5.143195	0.803291	0	7.323229
YER127W	LCP5	YGR145W	ENP2	5.143499	0.80338	-0.619608	8.092909
YLR197W	SIK1	YLR222C	UTP13	5.145128	0.803858	-3.407843	1.298442
YLL045C	RPL8B	YLR075W	RPL10	5.145376	0.803931	-0.309804	7.615259
YFR010W	UBP6	YPR108W	RPN7	5.14553	0.803963	-4.208864	14.306889
YJR050W	ISY1	YLL036C	PRP19	5.145697	0.803999	-0.619608	2.173389
YBL092W	RPL32	YDL083C	RPS16B	5.147923	0.804474	0	10.295845
YDL098C	SNU23	YGR074W	SMD1	5.14826	0.804546	-1.239216	2.113308
YCR063W	BUD31	YMR213W	CEF1	5.14856	0.804611	-0.309804	1.264725
YAL011W	SWC3	YBR231C	SWC5	5.150228	0.804967	3.52818	6.772276
YGR071C	YGR071C	YPL128C	TBF1	5.15051	0.805027	9.149068	1.151952
YML063W	RPS1B	YMR242C	RPL20A	5.151227	0.80518	-0.309804	6.660527
