ORF	GPL51-01 (GSM854) heat shock 05 min	GPL51-02 (GSM855) heat shock 10 min	GPL51-03 (GSM856) heat shock 15 min	GPL51-05 (GSM864) heat shock 20 min repeat	GPL51-06 (GSM865) heat shock 40 min	GPL51-07 (GSM868) heat shock 60 min	GPL51-08 (GSM872) heat shock 80 min
YER064C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER066W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MOT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNR1	0.0	-3.318	-3.221	-2.62	0.0	0.0	0.0
VTC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS24A	0.0	-1.428	-2.046	-2.01	-1.682	0.0	0.0
BUR6	0.0	0.0	0.0	0.0	0.0	0.0	1.078
SPT2	0.0	0.0	0	0.0	0.0	0.0	0.0
YER163C	0.0	1.016	0	1.549	1.047	1.064	1.184
PAB1	0.0	-2.21	-2.069	-2.164	-1.485	0.0	0.0
BCK2	0.0	0.0	0	0.0	0.0	0.0	0.0
RPH1	0.0	0.0	0	0.0	0.0	0.0	0.0
COS4	0.0	0.0	0	0.0	0.0	0.0	0.0
YFL064C	0.0	-1.578	0	0.0	0.0	0.0	0.0
YFL066C	0.0	0.0	0	0.0	0.0	0.0	0.0
YFL068W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NIC96	0.0	-1.245	0.0	0.0	0	0	0.0
RPN11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGA2	0.0	-1.11	0.0	0.0	0.0	0	0
YGL034C	0	0.0	0.0	0.0	0.0	0	0
YGL036W	0.0	0.0	1.652	1.433	0.0	0.0	0.0
OCH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HEM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL042C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CWC23	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEG1	0.0	0.0	0.0	0	0.0	0.0	0.0
YGL132W	0.0	0.0	0.0	0	0.0	0.0	0.0
PCL10	0.0	0.0	0.0	0	0.0	0.0	0.0
MRM2	0.0	0.0	0.0	0	0.0	0.0	0.0
YGL138C	0	0	0	0	-1.222	-1.255	0
SDT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL226W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHE10	0	0	0	0	0	0	0
YGL230C	0	0	0	0	0	0	0
TAN1	0	0	0	0	0	0	0
"ADE5,7"	0.0	-1.493	-1.341	-1.68	0.0	0.0	0.0
LST7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPR3	2.74	0	0	0	0	0	0
ADE6	0.0	-2.707	0	-1.452	0.0	0.0	0.0
SPT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VHT1	0.0	-1.098	0.0	0.0	0.0	0.0	0.0
YGR067C	0	0	0	0	0	0	0
YGR153W	0	0	0	0	0	0	0
CYS4	0	0	0	0	0	0	0
CHO2	0	0	0	0	0	0	0
NSR1	0	0	0	0	0	0	0
RTS3	0	0	0	0	0	0	0
GTR2	0	0	0	0	0	0	0
MGA1	0	0	0	0	0	0	0
YGR251W	0	0	0	0	0	0	0
PUP2	0	0	0	0	0	0	0
COQ6	0	0	0	0	0	0	0
MTM1	0	0	0	0	0	0	0
YGR259C	0	0	0	0	0	0	0
YHL049C	0	0	0	0	0	0	0
OSH7	0	0	0	0	0	0	0
YHR003C	0	0	0	0	0	0	0
GPA1	0	0	0	0	0	0	0
ERG11	0	0	0	0	0	0	0
YHR009C	0	0	0	0	0	0	0
YHR093W	0	0	0	0	0	0	0
YHR095W	0	0	0	0	0	0	0
YHR097C	0	0	0	0	0	0	0
TRA1	0	0	0	0	0	0	0
BIG1	0	0	0	0	0	0	0
SBE22	0	0	0	0	0	0	0
GPI16	0.0	0.0	0.0	0.0	0	0.0	0.0
ERG9	0.0	0.0	0.0	0.0	0	0.0	0.0
YHR192W	0.0	0.0	0.0	0.0	0	0.0	0.0
MDM31	0.0	0.0	0.0	0.0	0	0.0	0.0
UTP9	-1.998	-5.093	-4.423	-3.497	0	0.0	0.0
AIM18	0.0	0.0	1.186	1.139	0	0.0	0.0
FIS1	0	0	0	0	0	0	0
YIL067C	0	0	0	0	0	0	0
RPS24B	0	0	0	0	0	0	0
PCI8	0	0	0	0	0	0	0
SPO22	0	0	0	0	0	0	0
RPN2	0	0	0	0	0	0	0
SUC2	0.0	0.0	0	0.0	0	0.0	0
NIT1	0	0.0	0	0	0	0	0
YIL166C	0	0	0	0	0	0	0
YIL168W	0	0	0	0	0	0	0
HXT12	0	0	0	0	0	0	0
YIL172C	1.12	0	0	1.511	0	0	0
IRC18	0	0	0	0	0	0	0
NUP192	0.0	-1.685	0.0	0	0	0	0
MHP1	1.241	0.0	1.172	1.051	0	0	0
GYP6	0.0	0.0	0.0	0.0	0	0.0	0
AIM22	0	0	0	0	0	0	0
UBX6	0	0	0	0	0	0	0
LCB3	0.0	0.0	0.0	0.0	0	0.0	0.0
RPS21B	0.0	-1.126	-1.775	-1.359	0	0.0	0.0
TIF2	0	0	0	0	0	0	0
RPB4	0	0	0	0	0	0	0
YJL142C	0	0	0	0	0	0	0
YJL144W	3.849	3.484	2.716	2.792	0	0	1.675
POL31	0	0	0	0	0	0	0
YJR008W	0	0	0	0	0	0	0
SPC1	0	0	0	0	0	0	0
YJR011C	0	0	0	0	0	0	0
GPI14	0	0	0	0	0	0	0
YJR015W	0	0	0	0	0	0	0
VPS25	0	0	0	0	0	0	0
SOD1	0	0	0	0	0	0	0
ECM27	0	0	0	0	0	0	0
ABM1	0	0	0	0	0	0	0
YMR1	0	0	0	0	0	0	0
NNF1	0	0	0	0	0	0	0
UGP1	0	0	0	0	0	0	0
AIM26	0	0	0	0	0	0	0
PTM1	0	0	0	0	0	0	0
VPS24	0	0	0	0	0	0	0
PHD1	0	0	0	0	0	0	0
PRI2	0	0	0	0	0	0	0
SHE2	0	0	0	0	0	0	0
RMA1	0	0	0	0	0	0	0
1-Oct	0	0	0	0	0	0	0
YKL136W	0	0	0	0	0	0	0
MRPL31	0	0	0	0	0	0	0
TGL1	0	0	0	0	0	0	0
VPS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSH6	0	0	0	0	0	0	0
YKR005C	0	0	0	0	0	0	0
MEH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOX2	0	0.0	1.476	1.142	0.0	0.0	0.0
YKR011C	2.141	2.771	2.754	3.114	1.518	1.423	1.36
PCK1	0	0.0	0.0	0.0	0.0	0.0	0.0
BAS1	-1.807	-3.185	-2.945	-2.11	-1.34	0.0	0.0
SIR1	0.0	0.0	0.0	0.0	0	0.0	0.0
NFT1	0	0.0	0	0.0	0	0.0	0.0
YKR105C	0	0.0	0.0	0.0	0	0.0	0.0
DNM1	0.0	0.0	1.308	1.543	0.0	0.0	0.0
YEH2	0.0	-1.263	0.0	0.0	0.0	0.0	0.0
SDO1	0	0	0.0	0.0	0	0	0.0
UBR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SED5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADE16	0.0	0.0	1.196	1.348	0.0	0.0	0.0
YLR030W	0	0.0	0.0	0.0	0.0	0.0	0.0
SFP1	0.0	0.0	0.0	0.0	0.0	0.0	0
DUS3	-1.644	-4.37	-3.667	-2.889	0.0	0.0	0.0
BDF1	0.0	0.0	0.0	1.04	0.0	0.0	0.0
AFG2	-1.109	-2.292	-1.872	-1.419	0.0	0.0	0.0
COX8	0.0	1.14	0.0	0.0	0.0	0.0	0.0
ATP10	0.0	0	0.0	0.0	0.0	0.0	0.0
CDA1	0	0	0.0	0	0	0.0	0
STT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MET17	0.0	0.0	0.0	0.0	1.994	1.43	0.0
YLR301W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECM38	0.0	0.0	1.766	1.755	1.554	1.12	0.0
YLR297W	0	0	0	0	0	0	0
YLR211C	0.0	0.0	0.0	0.0	0	0.0	0
PNP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HRD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMX1	0.0	2.093	2.554	2.264	1.127	1.154	0.0
MSS51	0.0	0.0	1.456	1.418	0.0	0.0	0.0
COQ9	0.0	0.0	1.151	1.225	0.0	0.0	0.0
CFT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR111W	0	0	0.0	0.0	0	0.0	0.0
AHP1	0.0	1.41	1.275	1.363	0.0	0.0	0.0
REX3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEN2	0.0	0.0	-1.029	0.0	0.0	0.0	0.0
YML040W	0.0	-1.959	0.0	0.0	0.0	0.0	0
CAT2	0	0.0	1.768	1.318	0	0.0	0
YML045W	0.0	-1.859	0.0	0.0	0.0	0.0	0.0
PRM6	0	-1.065	0.0	0.0	0	0.0	-1.276
RSE1	0.0	0.0	0.0	0.0	0.0	0.0	0
GAL80	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUD22	-1.985	-3.368	-3.36	-1.984	0.0	0.0	0.0
SOK2	0.0	-1.486	-1.135	0.0	0.0	0.0	0.0
YMR018W	0	0	0.0	0.0	0	0.0	0.0
FMS1	0	0.0	1.586	1.468	0.0	0.0	0.0
UBC7	0	0	0	0	0	0	0
MRPL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
REC114	0	0	1.711	1.793	0	0.0	0
GID8	1.217	0.0	1.475	1.525	0.0	0.0	0.0
PSO2	0.0	0.0	0.0	0.0	0	0.0	0.0
RIM11	1.099	1.536	1.925	1.824	0.0	0.0	0.0
YMR141C	0.0	1.422	1.139	1.214	0.0	0.0	0.0
NDE1	0.0	0.0	1.036	1.073	0.0	0.0	0.0
TMA29	0.0	0.0	0.0	1.03	0.0	0.0	0.0
MTF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEP5	0.0	-1.495	0.0	0.0	0.0	0.0	0.0
TRI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNA1	0.0	0.0	0.0	0.0	-1.06	0.0	0.0
BCH1	0.0	0.0	1.039	1.025	0.0	0.0	0.0
MRP7	0.0	0.0	0.0	0.0	0.0	0.0	0
SIS1	2.77	3.131	2.872	2.522	1.577	1.71	1.231
IDP3	0	0.0	1.212	1.038	0	0.0	0
YNL011C	0.0	0.0	1.065	1.144	0.0	0.0	0.0
YNL013C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PBI2	1.476	2.601	2.433	3.124	1.885	1.692	1.656
AVT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MET4	0.0	0.0	0.0	0.0	0.0	0	0.0
YNL105W	0.0	-1.494	0.0	0	0	0.0	0.0
YAF9	0.0	0.0	0.0	0	0	0.0	0.0
YNL109W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYB5	0.0	-1.527	-1.611	0.0	0.0	0.0	0.0
WHI3	0.0	-1.123	0	0.0	0.0	0.0	0.0
GCR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSY2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YNL203C	0.0	0.0	0.0	0	0	0.0	0
YNL205C	0.0	0.0	0.0	0.0	0.0	0.0	0
RIO2	0.0	-1.849	-1.82	0.0	0	0	0.0
MSB3	1.081	1.033	1.853	1.657	1.019	0.0	0.0
YNL295W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MON2	0.0	-1.653	0.0	0.0	0.0	0.0	0.0
TRF5	-2.151	-2.255	-3.4	-1.678	0.0	0.0	0.0
RPL18B	0.0	0.0	-1.447	-1.715	-1.116	0.0	0.0
YNL303W	0.0	0.0	-1.746	-1.302	-1.26	0.0	0.0
LYS9	0.0	0.0	0.0	0.0	0.0	0.0	0
POP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ESF2	0.0	-2.316	-3.072	0	0.0	0.0	0.0
BIO5	0	0.0	0.0	0	0	0.0	0
BIO3	0	0	0.0	0	0	0.0	0
FRE4	0	0.0	0.0	0	0	0.0	-2.963
HST1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NBA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THP1	0.0	0.0	0.0	0	0	0.0	0.0
YOL074C	0.0	0.0	0.0	0	0	0.0	0.0
MDM20	0.0	-1.246	0.0	0.0	0.0	0.0	0.0
AVO1	0	0	0.0	0.0	0	0.0	0
BDS1	0.0	0.0	0.0	0.0	0.0	0.0	0
YOL166C	0	0	0.0	0.0	0.0	0.0	0
ALG6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTP23	-2.002	-4.23	-4.757	-3.548	-2.232	-1.186	-1.224
TSR3	0.0	-1.294	-1.387	0.0	0.0	0.0	0.0
SLG1	0.0	0.0	1.06	0.0	0.0	0.0	0.0
ARF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS7A	0.0	-1.169	-2.282	-2.106	-1.624	0.0	0.0
NUP1	0.0	-1.694	-1.254	0.0	0.0	0.0	0.0
CRC1	0	2.582	2.64	1.901	1.14	0.0	0
YOR102W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIN2	-1.059	0.0	0.0	0.0	0.0	0.0	0.0
SPR1	0	0	0	0.0	0	0.0	0
THI72	0.0	0.0	0.0	0.0	0.0	0.0	0
TOA1	0.0	0.0	0.0	0.0	0.0	0.0	0
LIP5	0.0	0.0	0.0	0.0	0.0	0.0	0
BFR1	0.0	0.0	0.0	0.0	0.0	0.0	0
YOR200W	0.0	0.0	0.0	0.0	0.0	0.0	0
AIM42	0.0	0.0	0.0	0.0	0.0	0.0	0
MPD1	0.0	1.411	1.784	1.793	1.162	1.069	0.0
SNF2	0.0	0.0	0.0	0	0	0.0	0.0
YOR292C	0.0	1.476	1.86	1.352	0.0	0.0	0.0
RRS1	-2.345	-3.856	-4.574	-3.828	-2.336	-1.101	0.0
YOR296W	0.0	-1.564	0.0	0.0	0.0	0.0	0.0
FIT2	0.0	2.929	3.533	3.324	2.513	1.003	0
FRE5	0	0	0	0	0	0	0
PHR1	0	0	2.727	2.222	0	0.0	0
FDH1	0	0	0	0	0	0	0
YOR390W	0	-1.234	-1.012	0	0	0	0
YOR392W	1.538	0	0	0	0	0	0
BRO1	0.0	0.0	1.024	0.0	0.0	0.0	0.0
ELP3	0.0	-2.147	-2.374	-1.502	-1.121	0.0	0.0
YPL088W	0	0	0.0	0.0	0.0	0	0
RPS6A	0.0	-1.15	-2.294	-2.09	-1.812	0	0
SSU1	0	0.0	0.0	0.0	1.085	0	0
SEC62	0.0	0.0	-1.107	-1.044	0.0	0	0
TCO89	0	0	0	2.431	0	0	0
YPL182C	0.0	0.0	0	0.0	0	0.0	0
MRN1	0.0	0.0	0	0.0	0	0.0	0
UIP4	0	3.577	3.741	3.149	0	0.0	0
POS5	0.0	0.0	0.0	0.0	0	0.0	0
NAB3	0.0	0.0	0.0	0.0	0	0.0	0
YPL276W	0	0	0	0.0	0	0.0	0
YPL278C	0.0	0	0.0	0	0	0.0	0
HSP32	0	0	0	0	0	0.0	0
PAU22	0	0	0.0	0.0	0	0.0	0
CIT3	0	0	1.014	0.0	0	0.0	0
YPR003C	0.0	0.0	1.422	1.437	0	0.0	0
YPR089W	0.0	-1.444	0.0	0.0	0	0.0	0
YPR091C	0.0	0.0	0.0	1.007	0	0.0	0.0
ASR1	0.0	0.0	0.0	1.203	0	0.0	0.0
SYT1	0	0	0.0	1.286	0	0	0
YPR097W	0.0	-1.072	0.0	0.0	0	0	0.0
YPR099C	0	0.0	0.0	0.0	0	0	0.0
ATG13	0.0	0.0	0.0	0.0	0	0.0	0.0
RPO26	0.0	-2.245	-2.333	-1.649	0	0.0	0.0
SKI3	0	0.0	0.0	0.0	0	0	0
QCR2	0.0	1.806	2.108	2.142	0	0	0
HPA2	0	0	0.0	0.0	0	0	0
YPR195C	0	0	0	0	0	0	0
YCR074C	0.0	1.471	1.626	0	0	0	0
GPR1	0	0	0	0	0	0.0	0
BRE1	0.0	-1.588	-1.143	0.0	0	0.0	0
TMA17	1.799	3.449	3.623	3.785	0	1.56	0
TRM3	0	-1.423	-1.927	0.0	0	0	0
YDL144C	0.0	0.0	1.202	0	0	0.0	0
MYO1	0.0	-1.23	0.0	0.0	0	0.0	0
MSC7	0.0	-1.609	0.0	0.0	0	0.0	0.0
PPE1	0.0	0.0	0.0	1.083	0	0	0.0
NMD2	0.0	-1.557	0.0	0.0	0	0.0	0.0
IPI1	-2.559	-3.791	-3.942	-2.022	0	0.0	0.0
PRP8	0.0	0	0.0	0.0	0	0	-1.436
GCV2	0.0	0.0	1.868	2.332	0	0	1.816
RSN1	0.0	-1.966	-1.254	-1.37	0	0.0	-1.336
FKS3	0	-1.573	0.0	0.0	0	0	0
ERR3	0	0	0	0.0	0	0	0
PUB1	0.0	0.0	0.0	0.0	0	0	0
VAC7	0.0	0.0	0.0	0.0	0	0	0
YAL035C-A	0	0	0	0	0	0	0
YEL076C-A	0.0	-1.362	0.0	0.0	0	0	0
YAL069W	0.0	0.0	0.0	0.0	0	0	0
RPL43B	0.0	0.0	-1.573	-1.093	0	0	0
YMR084W	0	0	0	0	0	0	0
YHR214W-A	0.0	0.0	1.753	0	0	0.0	0
YOR008C-A	0	0	0	0.0	0	0.0	0
MRS11	0.0	-1.097	-1.242	0.0	0	0.0	0
VMA10	0.0	0.0	0.0	0.0	0	0.0	0
MRPL15	0.0	0.0	0.0	0.0	0	0.0	0
YHR032W	0	0	0	0	0	0	0
PIH1	0	0	0	0	0	0	0
BRL1	0	0	0	0	0	0	0
SRB2	0	0	0	0	0	0	0
YHR045W	0	0	0	0	0	0	0
PDR11	0	0	0	0.0	0	0	0
YMR153C-A	0	0	0	0	0	0	0
YMR172C-A	0	0	0	0	0	0	0
YMR193C-A	0	0	0	0	0	0	0
RAD14	0	0	0	0	0	0	0
YMR244C-A	0	0	0	0	0	0	0
YMR290W-A	0	0	0	0	0	0	0
YML020W	0	0.0	0.0	0	0	0	0
VPS9	0.0	-1.436	0.0	0.0	0	0.0	0
ERO1	1.873	2.041	1.602	1.173	0	1.489	0
SOK2	0.0	-1.487	-1.22	-1.212	0	0.0	0
HOF1	0.0	0.0	0.0	0.0	0	0	0
CIK1	0.0	0.0	0.0	0	0	0	0
HO	0	0	0	0	0	0	0
SSB1	0	0	0	0	0	0	0
ADY3	0	0	0	0	0	0	0
SNQ2	0	0	0	0	0	0	0
REG1	0	0	0	0	0	0	0
ENA1	0	0	0	0	0	0	0
YGR153W	0	0.0	0.0	1.381	0	0.0	0
CYS4	0.0	0.0	0.0	0.0	0.0	0.0	0
CHO2	0.0	0.0	0.0	0.0	0.0	0.0	0
NSR1	1.418	0	0	0	0	0	0
RTS3	4.406	3.047	2.734	2.654	0	1.062	0
GTR2	0.0	0.0	0.0	0.0	0	0.0	0
MGA1	2.687	0	0	1.024	0	0.0	0
YGR251W	0.0	-2.346	-2.779	-2.183	-1.204	0.0	0
PUP2	0.0	0.0	0	0.0	0.0	0.0	0
COQ6	0.0	0.0	0	0	0.0	0.0	0
MTM1	0.0	0.0	0	0.0	0.0	0.0	0.0
YGR259C	0.0	0.0	0	0.0	0.0	0.0	0.0
YHL049C	0.0	-2.056	0	0.0	0.0	0.0	0.0
OSH7	0.0	0.0	0	1.257	0	0.0	0.0
YHR003C	0.0	0.0	0	0.0	0.0	0.0	0.0
GPA1	0.0	-1.152	0	0.0	0.0	0.0	0.0
ERG11	0	0	0	0	0	0	0
YHR009C	0.0	0.0	0	0	0	0.0	0.0
YHR093W	0	0	0	0	0	0.0	0
YHR095W	0.0	0	0	0.0	0	0.0	0
YHR097C	1.788	2.745	0	2.806	0.0	0.0	0.0
TRA1	0	0	0	0	0	0.0	0.0
BIG1	0.0	0.0	0	0.0	0	0.0	0.0
SBE22	0.0	0.0	0	0.0	0.0	0	0.0
GPI16	0.0	0.0	0.0	0.0	0.0	0.0	0
ERG9	0.0	0.0	0.0	0.0	0.0	0.0	0
YHR192W	0.0	0.0	0.0	0.0	0	0.0	0
MDM31	0.0	0.0	0	1.118	0.0	0.0	0
UTP9	-2.531	-5.2	0	-3.556	-1.703	-1.032	0
AIM18	0.0	0.0	0	1.228	0	0.0	0
FIS1	0	0	0	0	0	0	0
YIL067C	0	0	0	0	0	0	0
RPS24B	0	0	0	0	0	0	0
PCI8	0	0	0	0	0	0	0
SPO22	0	0	0	0	0	0	0
RPN2	0	0	0	0	0	0.0	0
SUC2	0.0	0.0	0	0.0	0.0	0.0	0.0
NIT1	0	0.0	0	0.0	0	0.0	0.0
YIL166C	0	0.0	0	0	0	0.0	0.0
YIL168W	0	0	0	0	0	0	0
HXT12	0	0	0	0	0	0.0	0
YIL172C	1.303	1.251	0	1.406	0	0.0	0.0
IRC18	0	0	0	0	0	0.0	0
NUP192	0.0	-1.163	0	0	0	0.0	0.0
MHP1	1.151	0.0	0	0.0	0.0	0.0	0.0
GYP6	0.0	0.0	0	0.0	0.0	0.0	0.0
AIM22	0.0	0.0	0	0.0	0.0	0.0	0.0
UBX6	0.0	1.641	0	2.261	0.0	0.0	0.0
LCB3	0.0	0.0	0.0	0.0	0.0	0.0	0
RPS21B	0.0	-1.131	-1.605	-1.279	-1.147	0.0	0
TIF2	0.0	-1.224	-1.065	-1.419	-1.582	0.0	0
RPB4	0.0	0.0	0.0	0.0	0.0	0.0	0
YJL142C	2.177	2.621	2.396	2.146	0.0	0.0	0
YJL144W	4.129	4.525	3.113	2.405	1.559	0.0	0
POL31	0.0	0.0	0	0.0	0.0	0.0	0
YJR008W	1.605	2.556	0	2.639	1.491	0.0	0
SPC1	0.0	0.0	0	0.0	0.0	0.0	0
YJR011C	0.0	0.0	0	0	0.0	0.0	0.0
GPI14	0.0	0.0	0	0.0	0.0	0.0	0.0
YJR015W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SOD1	0.0	1.266	1.163	1.601	0.0	0.0	0.0
ECM27	0.0	0.0	0.0	0.0	1.025	0.0	0
ABM1	0	0	0	0	0	0.0	0
YMR1	0.0	0.0	0	0.0	0	0.0	0
NNF1	0.0	0	0	0.0	0	0.0	0.0
UGP1	2.43	3.506	0	4.283	1.986	1.042	0.0
AIM26	0	0	0	0	0	0.0	0.0
PTM1	0.0	0.0	0	1.073	0.0	0.0	0.0
VPS24	0.0	0.0	0	0.0	0.0	0.0	0.0
PHD1	2.572	1.801	0	0.0	0.0	0.0	0.0
PRI2	0.0	0.0	0	0.0	0.0	0.0	0.0
FLO9	0	0	0.0	0.0	0.0	0.0	0.0
YAL065C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEO1	0	0	0.0	-1.094	0.0	0.0	0.0
NUP60	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR009C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIN4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBL053W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBL055C	0.0	0.0	0.0	0.0	0.0	0	0.0
PTH2	0.0	0.0	0.0	0.0	0.0	0	0.0
YBL059W	0.0	0.0	0.0	0.0	0.0	0	0.0
SKT5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR030W	0.0	-1.358	-1.623	-1.248	-1.401	0.0	0.0
YBR032W	0.0	0.0	0.0	0.0	0	0.0	0.0
HMT1	-3.009	-3.771	-3.193	-2.964	-2.277	-1.585	-1.155
CSG2	0.0	0.0	1.095	0.0	0.0	0.0	0.0
CHS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FIG1	0.0	0	-1.36	-1.356	-3.209	0.0	0.0
YBR124W	0.0	0.0	0.0	0.0	-1.068	0.0	0.0
TPS1	2.265	3.914	3.891	3.477	1.876	1.102	0.0
ATG14	0.0	0.0	0.0	0.0	-1.203	0.0	0.0
SHE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGP2	1.788	2.202	3.266	2.872	1.659	0.0	0.0
YBR134W	0	1.142	0.0	0.0	0.0	0.0	0.0
YBR219C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TDP1	0.0	0	0.0	0.0	0.0	0.0	0.0
YBR225W	0.0	0	0.0	0.0	0.0	0	0.0
MCX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROT2	0	0	0.0	0.0	0.0	0.0	0
YCL013W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DCC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LEU2	0.0	0.0	1.015	0.0	0.0	0.0	0.0
YCL020W	0.0	-2.567	0.0	0.0	0.0	0.0	0.0
YCL022C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCC4	0.0	-1.058	-1.098	0.0	0	0.0	0.0
SLM5	0.0	0.0	1.139	0.0	0	0.0	0.0
YCR025C	0.0	0.0	0.0	0.0	0	0.0	0.0
RHB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR029C	0.0	1.618	1.558	0.0	0.0	0.0	0.0
SYP1	0.0	0.0	1.721	1.56	0.0	0.0	0.0
BPH1	0	0	0.0	0.0	0.0	0.0	0.0
YCRX11W	0	0.0	0.0	0.0	0.0	0.0	0.0
SOL2	1.026	1.886	1.888	1.394	0.0	0.0	0.0
YCRX15W	0.0	1.213	1.414	0.0	0.0	0.0	0.0
YCRX17W	0.0	1.488	1.596	1.394	1.006	0.0	0.0
YCRX19W	0.0	-1.271	0.0	0.0	0.0	0.0	0.0
YCRX21C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL086W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASM4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAM1	0.0	0	0.0	0.0	0.0	0.0	0.0
SRP14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL094C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL096C	0.0	-1.854	0.0	0.0	0.0	0.0	0.0
LYS20	0.0	-1.468	-1.594	-1.531	0.0	0.0	0.0
RPL41A	0.0	0.0	0.0	-1.071	-2.025	-1.068	0.0
YDL186W	0	0.0	0.0	0.0	-1.064	0.0	0.0
PPH22	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UFD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARF1	0.0	0.0	0.0	0.0	-1.061	0.0	0.0
RAD28	0	0	0	0.0	0	0.0	0.0
PST2	1.072	2.424	2.621	2.386	2.085	1.578	1.237
LYS14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EHD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENA5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENA1	0	0	0.0	0.0	0.0	0.0	0.0
SWF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR128W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FIN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR132C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR134C	1.482	2.039	1.451	0.0	0.0	0.0	0.0
YDR136C	0.0	0	0.0	0.0	0.0	0	0
YDR222W	0.0	0.0	0.0	0.0	1.339	1.938	1.47
HTB1	0.0	0.0	0.0	0.0	-1.654	0.0	0.0
ADK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCF11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR230W	0.0	1.591	1.339	1.203	0.0	0.0	0.0
