Gene,logFC,FDR adjusted Pvalue
8648,0.054802785,0.649038035
22978,0.051448627,0.649123412
8621,-0.048029496,0.649128269
375759,-0.159554543,0.649167482
692312,-0.232474088,0.649167482
151613,0.084367027,0.649249096
10985,0.060923481,0.649317169
29094,0.067337306,0.649407987
10482,-0.037317244,0.649572049
54826,-0.05740997,0.650140247
25854,-0.120080567,0.650428798
538,-0.073826265,0.650428798
79947,-0.049188658,0.650428798
84254,-0.09924789,0.650749749
64342,-0.056135567,0.650749749
29945,-0.052691337,0.650749749
9563,-0.077219419,0.651178085
10056,-0.049090307,0.651329276
80086,-0.262621501,0.651329276
116841,-0.042310949,0.651447881
163882,0.048811198,0.651447881
4318,-0.164146945,0.651609664
7257,-0.051220802,0.651609664
283337,-0.049016756,0.651609664
8887,-0.063391197,0.651891295
114819,0.097527085,0.652064332
8110,0.149555254,0.652076351
85365,-0.054494642,0.652944048
5198,-0.060314334,0.652962861
55654,0.042092593,0.653322155
728689,-0.062940431,0.653421561
79739,0.164193357,0.653421561
54857,-0.206103098,0.653769838
9907,0.061603474,0.654290463
9854,-0.061129566,0.654349296
144423,0.178883524,0.65435609
119710,-0.069074275,0.65444931
11067,0.101461326,0.654523453
55032,-0.052481178,0.65456315
80055,0.082232052,0.654636841
6103,0.0909344,0.654636841
203522,0.072172542,0.654697091
55007,0.079977863,0.654775095
23244,-0.044308121,0.654936033
5095,-0.061910247,0.654936033
124045,-0.065154516,0.654936033
26051,-0.127799455,0.654936033
285676,0.093425413,0.654936033
6540,-0.223855785,0.654936033
7994,0.064184783,0.654936033
55781,0.055765669,0.655052585
3213,0.142649063,0.655052585
440515,-0.066242857,0.655096215
55257,0.05062225,0.655134607
344148,0.111021617,0.655134607
6939,-0.142667534,0.655151362
51006,-0.048923766,0.655153178
81605,-0.053401587,0.655248558
23126,0.056709942,0.65531937
1181,-0.069344042,0.655384736
7844,-0.044947902,0.655670266
140825,0.073481681,0.655761668
9530,0.069460542,0.655842881
29895,0.131634938,0.656096588
55180,-0.061208442,0.65609664
11020,0.067369396,0.656204927
9459,0.070956266,0.656908334
10499,0.072211384,0.657083558
64773,-0.064856213,0.657121288
55716,0.056277853,0.657381246
197335,-0.083304524,0.657668362
140469,0.171671424,0.658283235
9361,0.057795029,0.658283235
28231,0.154450101,0.658283235
22992,-0.052352647,0.658283235
55106,0.069441937,0.658283235
4145,0.144566812,0.658283235
257397,0.058081101,0.658303986
114814,0.069594543,0.658710796
146802,-0.184364181,0.658710796
374407,0.15571964,0.658710796
10861,-0.105778445,0.658864227
6650,0.06006385,0.6590376
220972,-0.062177153,0.6590376
84273,-0.057763785,0.659048196
7262,-0.127036416,0.659300561
91750,-0.060854881,0.659552565
1829,0.084678361,0.659653961
8697,-0.045577881,0.65972991
257169,-0.110853758,0.659744775
27076,0.14668201,0.659810298
2297,-0.293297431,0.660178246
5878,-0.041410364,0.660178246
63922,-0.074126074,0.660178246
167153,0.045929655,0.660213404
60560,0.05037211,0.660213404
11253,-0.059844199,0.660213404
7705,0.06339696,0.660251041
57091,0.099285452,0.660375285
202018,-0.060502662,0.660375285
166647,0.072102798,0.660375285
56980,0.048847271,0.660399705
8731,-0.051326349,0.660401262
51164,0.042383265,0.660961492
100302736,0.206574651,0.661053625
728239,-0.203506119,0.661068362
10239,-0.051684105,0.661068362
66035,0.083474056,0.661068362
55140,0.060682707,0.661068362
10026,-0.051840649,0.661163264
23657,-0.127372299,0.661163264
1717,0.068747033,0.661163264
64326,-0.044368541,0.661163264
401190,0.168713133,0.661163264
1571,0.136653867,0.661163264
58508,0.063985651,0.661163264
225689,0.132183863,0.661163264
4772,0.102019566,0.661163264
1432,0.043907647,0.661268295
79608,0.161285998,0.661268295
10020,0.084244968,0.661268295
6023,0.178553843,0.661268295
100130418,0.179128606,0.661845518
865,-0.049484307,0.662163437
57649,-0.061534687,0.662171388
285313,-0.151990102,0.662556188
55657,-0.066522984,0.662630577
79648,0.060864284,0.66269706
10469,-0.064997509,0.66269706
140699,0.098266799,0.662780892
51426,-0.055027979,0.662780892
8303,0.079384724,0.66308287
5704,-0.079276894,0.66308287
284942,-0.069255573,0.66308287
399687,0.090111541,0.663213872
56947,-0.042666936,0.663316809
51507,-0.044359759,0.663321075
5395,-0.053672615,0.663394826
10025,-0.049865721,0.663621628
359,-0.173766635,0.663669283
9894,0.055216917,0.663690259
23541,0.101437108,0.663731561
6224,-0.08072284,0.663731561
84808,0.113690881,0.663733047
5885,-0.057980717,0.663733047
1407,0.054680555,0.663772084
5201,-0.048680672,0.663777237
7582,-0.066166457,0.663794217
2681,-0.104523086,0.663794217
9832,0.17335119,0.663800557
9689,0.045381999,0.664124243
55231,-0.107016278,0.664311786
134553,0.050642987,0.664421591
55643,-0.053740091,0.664574874
64110,-0.057809897,0.664602917
116984,-0.084385559,0.664800694
1577,0.202736264,0.664997375
80148,-0.060215659,0.665266776
9138,0.061541829,0.665468152
5193,-0.056990451,0.665468152
92335,-0.049902945,0.66573514
5786,0.05267207,0.66573514
55325,0.045094883,0.66582455
129787,-0.066302183,0.665836941
114885,-0.056728052,0.665885383
60509,-0.055978575,0.665960951
91608,0.113728491,0.666644087
51450,-0.132563229,0.6667536
762,-0.270157749,0.666990246
26148,0.070824035,0.667007516
91801,0.063736717,0.667076291
9779,0.05424146,0.667076291
6764,0.058552561,0.66711782
881,-0.13433777,0.667349022
404636,-0.052420123,0.667391739
11056,-0.053376879,0.667471388
79094,0.109361879,0.667471388
58475,-0.080564657,0.667471388
23140,0.060542165,0.667490138
55765,0.079291208,0.66755984
203259,-0.057258142,0.66755984
23473,-0.047979749,0.667696028
2077,0.060500793,0.668303734
127002,0.0677587,0.66888581
54902,-0.047576395,0.668927854
25890,0.16233587,0.669079788
63874,-0.063130484,0.669079788
57153,0.072790461,0.669079788
9031,-0.047473267,0.6692596
23031,-0.068323849,0.6692596
84286,-0.060585327,0.6692596
4478,-0.058807419,0.669405528
23446,-0.051678372,0.669798118
11213,-0.101704793,0.669798118
4010,0.278263266,0.670479915
1173,-0.050504779,0.670894117
7594,0.068080796,0.671177404
5184,-0.068641633,0.671185471
79948,0.196317403,0.671238739
166968,0.054496138,0.671238739
441478,0.075808269,0.671345099
80835,0.152244933,0.671345099
11176,-0.053574186,0.671345099
10972,0.050850672,0.671345099
9654,-0.056928489,0.671345099
339804,-0.09947532,0.671345099
65980,0.04699454,0.671345099
286205,-0.05454899,0.671345099
132158,-0.102179706,0.671345099
80004,-0.06403672,0.671573192
7022,-0.106105997,0.671750373
124044,-0.065985435,0.671843795
285513,-0.082115019,0.67217375
83464,-0.069446498,0.67225313
283537,0.073947951,0.672367704
284677,-0.09436641,0.672700426
51552,0.044830752,0.672961766
80339,-0.138851714,0.673079295
10137,-0.029515591,0.673436887
64919,0.1301317,0.673436887
57532,-0.047603988,0.673436887
286827,-0.080929571,0.673436887
57639,-0.160711271,0.674197762
26523,0.059241476,0.674289965
785,0.120071418,0.674289965
58513,-0.05263122,0.674430894
388165,0.102786909,0.674441483
64215,-0.056653892,0.674464063
10077,0.138017031,0.674501362
10235,-0.121271181,0.674501362
78991,-0.063193744,0.674937081
51244,-0.044187859,0.67493922
80856,-0.053358761,0.675236166
4601,0.064131713,0.675275563
54429,0.121275095,0.675633743
3636,0.059769866,0.675650839
29946,0.072121207,0.675735982
4242,-0.101766253,0.675842489
6668,-0.040438677,0.67621706
8464,-0.069620294,0.676367698
55689,0.050940315,0.676367698
54581,0.056218657,0.676802664
2901,0.152414914,0.676802664
7088,0.05572395,0.676803966
283130,0.063635437,0.677027416
23731,0.052213409,0.67702813
51030,0.049512985,0.677135858
10730,0.04053114,0.677484853
388886,0.113055624,0.677611523
22879,-0.049262007,0.677611523
9013,-0.057131669,0.677847036
1001,0.110636234,0.678018904
10283,-0.051751893,0.678105443
7422,-0.080672719,0.678571845
11013,0.168503622,0.678679427
79977,-0.069404499,0.678930968
84892,-0.051253128,0.678971369
8857,-0.147918086,0.679123389
168451,-0.049280036,0.67912857
2521,-0.035009751,0.679335635
9397,0.054530607,0.679423693
2217,-0.065584724,0.679661294
331,0.045066172,0.67998526
2036,0.059792126,0.680132148
9782,0.034783111,0.680135804
27130,0.055938103,0.680135804
22932,0.090683774,0.680169287
119016,0.066943409,0.680169492
79973,-0.095982381,0.680631115
26993,-0.058668724,0.680691136
6505,-0.110643811,0.680705877
9665,0.050788773,0.680774837
9948,0.047805175,0.681184517
692158,-0.201147911,0.681184517
9388,0.130796212,0.681220862
6338,-0.237955572,0.681220862
10454,0.049256151,0.681456175
9489,-0.050215418,0.681692832
7328,-0.052136566,0.681953887
23556,-0.060967847,0.681997996
9262,0.068906797,0.681997996
8021,0.04530537,0.681997996
157807,0.153053821,0.681997996
8309,0.107693462,0.681997996
84947,-0.073784758,0.682206324
9331,0.089031573,0.682544114
55109,0.042726037,0.683164964
9522,0.050724954,0.683279667
84749,-0.047465317,0.683892354
3684,-0.093460235,0.684203885
6132,-0.079262045,0.684255314
51172,-0.0587183,0.684341493
286042,-0.106544522,0.684364966
160897,0.056985776,0.684486094
55220,-0.156007539,0.684632297
8417,0.046356311,0.684785281
55209,0.049590634,0.684925122
5028,-0.118582662,0.684925122
6801,-0.053923725,0.684977732
54798,-0.143756284,0.684977732
23552,-0.057170109,0.685031029
55094,-0.059846677,0.68524578
399949,-0.220838862,0.685470605
10863,-0.117776659,0.685785034
283416,-0.088194991,0.686072642
51808,0.044707914,0.686550765
221303,0.100397676,0.686724073
5465,0.062360265,0.686866147
9338,0.057280845,0.686944802
79962,0.115957399,0.687226349
55039,-0.066407977,0.687247339
55666,-0.046679042,0.687283971
1743,-0.047627591,0.687283971
1838,0.055845226,0.68736409
11313,-0.056921763,0.687413059
10492,-0.045077916,0.687413059
647087,-0.053511342,0.687613207
84674,-0.07970194,0.687735806
284307,0.10417143,0.688033942
163732,-0.107934337,0.688038351
136051,-0.054662174,0.688038351
54852,0.106656757,0.688235947
83992,0.129736513,0.688501852
2145,0.054495912,0.688835255
1825,-0.195879984,0.689052066
285605,0.060139586,0.689052066
79364,-0.037467826,0.689057587
3861,-0.21504729,0.689057587
54932,0.065850308,0.689057587
55161,-0.044987813,0.689196593
132949,0.051879316,0.689228269
283345,-0.071880326,0.689249081
8733,0.068503943,0.689249081
55333,-0.043263111,0.689249081
9442,-0.058979154,0.689249081
2314,0.044606813,0.689249081
23492,0.075284162,0.689367735
7030,0.05967933,0.689412407
55604,-0.059702627,0.689548093
23144,0.058383633,0.689652336
256714,-0.164382331,0.689652336
960,-0.083367972,0.689751716
27020,-0.053886497,0.689899367
154661,0.111272964,0.689899367
93210,-0.096598845,0.69019335
56900,-0.038461796,0.690240196
150290,-0.06690517,0.690508378
28965,0.132458645,0.690525898
284325,-0.071726834,0.690525898
60496,0.049073993,0.690525898
9175,-0.083690542,0.691008108
6830,0.057155174,0.691312397
150483,-0.150931521,0.691795748
728621,-0.080258667,0.691816428
6885,0.049238341,0.691923755
26233,-0.072580199,0.692237443
11186,-0.05056659,0.692237443
9187,-0.061372836,0.692237443
57589,0.051730119,0.692237443
55719,0.051661775,0.692237443
204962,-0.170302618,0.692237443
7745,0.064919602,0.692506439
396,-0.048434979,0.692506439
51029,0.046561509,0.692554353
4303,-0.059716785,0.692554353
5169,-0.221193336,0.692737957
8884,0.054085457,0.692841116
7627,0.051544533,0.692858178
81631,0.044770518,0.693038457
56913,-0.064714627,0.693330187
84085,-0.049213974,0.693372747
6731,-0.043643304,0.693397079
2159,-0.164303602,0.693867112
55425,0.04677491,0.694541673
246721,0.123429123,0.694541673
4437,0.054157805,0.694541673
26160,-0.051316269,0.694541673
284131,-0.086902235,0.694541673
10603,0.073821141,0.69458965
6251,-0.050133741,0.695108855
7297,-0.064950138,0.695108855
171017,0.047296929,0.695258914
2974,0.155192961,0.695651906
83715,-0.107255661,0.696280384
284058,0.0399941,0.696410736
6629,-0.047991654,0.696495081
221955,-0.047534103,0.696537015
10634,0.064493813,0.696596393
90196,-0.04466849,0.696638356
57060,0.079672635,0.69665628
3706,-0.122042626,0.696659996
51194,-0.043710614,0.696659996
401152,0.061361259,0.696729312
374868,0.056376807,0.696744345
23150,-0.068225642,0.69678981
57168,-0.077054182,0.69678981
3358,-0.295217519,0.69695209
9092,-0.041656217,0.697049031
115294,0.056391621,0.697049031
9712,0.045718847,0.697343331
3170,-0.178542976,0.697343331
54816,0.047732813,0.697472105
222235,0.095378863,0.697480884
5266,0.182105213,0.697480884
51086,0.175393743,0.697480884
57192,-0.054516883,0.697690275
79969,-0.065792219,0.697690275
10521,0.037802291,0.697854533
1656,0.03876041,0.697998876
162417,-0.082952497,0.698265713
22800,0.054963553,0.698265713
388815,-0.1168412,0.698309158
1496,0.154401889,0.698309158
7107,0.068746886,0.698309158
7625,0.053330414,0.698309158
91833,0.04167767,0.698378594
112936,0.04857786,0.698378594
340152,-0.080457765,0.69843513
202915,0.087655771,0.698595441
79602,0.045513671,0.698786038
128602,-0.261450246,0.698883544
65117,0.034027128,0.698883544
9159,0.053174889,0.699230414
7786,0.071614353,0.699250997
94104,-0.04460135,0.699277379
7780,0.166052523,0.699336294
26751,-0.060692946,0.699434992
83891,-0.061324205,0.699460391
23077,0.057901071,0.699461889
9733,-0.040468462,0.699461889
2516,0.237323846,0.699892749
22828,0.040011472,0.69995495
285672,-0.049598462,0.700900388
79873,-0.069154021,0.701054136
9502,-0.28131993,0.701458201
60558,0.048483282,0.701458201
11322,-0.066113029,0.701531942
80863,0.102981493,0.701531942
90624,-0.057832989,0.701531942
285268,0.046033448,0.701726473
123016,-0.0496275,0.701807803
84914,0.059269339,0.701807803
23169,0.057767867,0.701846845
27199,0.143661411,0.702022003
9562,-0.053563979,0.702214411
5915,0.097783584,0.702295186
51463,-0.105193346,0.702631713
84216,-0.073226995,0.702699772
6125,0.061776114,0.702801059
7644,0.055348382,0.702801059
726,0.106326777,0.702890767
51066,-0.150836633,0.703003983
11005,0.153980358,0.703003983
8443,0.043151025,0.703003983
55342,0.042804784,0.703046566
55321,0.106213539,0.703046566
84966,-0.106100149,0.703312304
79018,-0.041645781,0.703312304
4194,-0.056043124,0.703312304
5780,0.041909484,0.703340747
8353,-0.110006854,0.703340747
54925,-0.040900674,0.703686758
25818,0.167097303,0.70401435
389421,-0.27322339,0.704084686
7417,-0.054964389,0.704084686
64081,-0.071732261,0.70409564
5297,0.054326506,0.70409564
65108,0.06127308,0.704138889
7871,0.039422972,0.704167842
23471,-0.05547877,0.704302971
729440,0.074250278,0.704881298
10110,0.14321087,0.704926527
145501,-0.164078238,0.705027733
5608,-0.077555428,0.705027733
10439,0.160707895,0.705027733
4361,-0.050414772,0.705560499
84792,0.04525681,0.705956935
57633,0.136984107,0.706099888
10773,0.047579919,0.706099888
120071,-0.087357048,0.706479921
326624,-0.100617476,0.706479921
57645,0.037633232,0.706676818
8895,-0.05521355,0.706944711
5707,0.034734295,0.707120064
84612,0.059416928,0.707123591
5742,-0.087204315,0.708048289
345222,-0.113889012,0.708408534
5579,0.113666424,0.708453252
7113,0.159038374,0.709297113
79680,0.068016828,0.709327814
619208,-0.074934037,0.709389044
80821,0.051884283,0.709478395
124989,0.088381221,0.709886715
91404,-0.084648193,0.709886715
10042,0.04086666,0.709886715
23125,-0.049334774,0.710011822
51343,-0.041287847,0.710179567
9180,-0.076292723,0.710905914
126432,-0.088854096,0.710905914
738,-0.044754425,0.711095268
7566,0.040306599,0.711095268
1654,0.038867029,0.711095268
5217,-0.069417126,0.711270893
147948,0.072292932,0.711332666
5316,0.041292558,0.711523459
4645,-0.068732123,0.711542807
9730,-0.042071097,0.711880052
29896,-0.040414013,0.711880052
5145,0.133336417,0.712005709
79632,-0.129588372,0.712094665
10165,0.04796253,0.712094665
80110,0.056294125,0.712094665
9670,-0.042871938,0.712140513
23338,-0.07344751,0.712582073
80829,-0.039569257,0.712582073
374618,0.071297976,0.712785717
2595,0.050515374,0.713020652
51281,0.065205211,0.713049287
3611,0.039155529,0.713049287
2972,0.052106367,0.713049287
23108,0.086893501,0.713049287
91409,-0.104951753,0.713147782
1434,0.042811577,0.713147782
84196,-0.043450643,0.713308026
7553,0.052074914,0.713308026
79674,0.099192256,0.713308026
26133,0.036065824,0.713315369
79922,-0.05671746,0.713385056
51111,-0.044992658,0.713568609
9991,-0.044083996,0.713757663
57406,0.059235227,0.714046643
374378,0.084513421,0.714255636
124739,-0.064225708,0.714255636
445577,-0.062523348,0.714255636
83475,-0.048770333,0.714373054
720,-0.140427466,0.714383701
53353,-0.175411524,0.714549065
125170,-0.044438103,0.714693929
64219,-0.042517899,0.714842312
392862,0.120316867,0.714850939
134430,0.043089678,0.71500117
816,-0.137671206,0.71500117
23335,-0.048968959,0.715007549
846,-0.236235596,0.715033385
85015,-0.051769478,0.715463471
23193,-0.035458415,0.715509273
84765,0.072179431,0.71559971
439965,-0.050710948,0.715669262
23516,-0.067559098,0.715669262
7515,0.050961113,0.715669262
23531,0.085323516,0.715669262
6590,-0.119060612,0.715741541
55656,0.043847005,0.715746848
23266,0.097440571,0.71577601
155061,0.042962527,0.715826846
51495,0.0470833,0.715931521
4247,0.041179597,0.716168434
23198,-0.04279271,0.716261473
27067,0.040932227,0.716261473
9967,0.031816527,0.716261473
10522,0.057521312,0.716874725
84294,-0.049818103,0.716887355
54815,0.043708053,0.716887355
57223,-0.033488898,0.716887355
139231,-0.047089605,0.716887355
387882,0.08039971,0.716887355
23120,-0.151782354,0.716887355
3887,0.176356096,0.716967841
10936,-0.07852132,0.717106457
10428,-0.046837957,0.717165342
161291,0.070505815,0.717433672
78990,0.062705026,0.717433672
115650,-0.089573258,0.717433672
2588,0.061557046,0.718162057
3843,0.048631426,0.718175587
8938,-0.113267613,0.718179107
79937,0.160016562,0.718231786
6721,-0.061747563,0.718231786
378,0.041071603,0.718231786
9517,-0.049962682,0.718250928
9015,-0.049678213,0.718384438
57654,0.069110606,0.718384438
27005,-0.04026751,0.718812418
7182,0.04639594,0.718821977
7428,-0.044818924,0.719556329
53827,0.094677873,0.719661611
1806,-0.081526096,0.719709727
26091,-0.035374407,0.719712485
2064,-0.095528677,0.719808618
10915,-0.038112547,0.719859921
28996,0.064512959,0.720015428
1488,-0.045429539,0.720015428
81615,-0.111086779,0.720015428
84450,0.044912485,0.720226859
11201,-0.053364067,0.720226859
10126,-0.054657484,0.720226859
8214,-0.073737936,0.72032048
3875,-0.067554185,0.72042136
728882,0.099906649,0.720492639
51099,-0.048444598,0.720495339
389677,0.039071787,0.720495339
91775,-0.066611048,0.720495339
79966,0.085419849,0.720708145
22906,-0.048038377,0.720771665
55690,0.042298106,0.721015358
145389,-0.054604838,0.721015358
55212,-0.042103682,0.721644379
29886,-0.05516292,0.721791591
10209,0.043714502,0.72193783
91612,-0.043737086,0.722055587
2114,0.05556755,0.72221903
25865,-0.044453931,0.72221903
196996,-0.112747536,0.72221903
147111,0.186930307,0.722382694
146754,0.131755185,0.722714977
5274,0.098830255,0.722714977
163223,-0.188377659,0.722877759
64097,-0.063116544,0.72353059
7072,-0.04528953,0.72370419
1477,-0.035191475,0.72370419
414189,0.064984125,0.723779806
57541,-0.046472437,0.723810272
55870,0.04164082,0.723819495
10614,-0.046895052,0.723843175
56998,-0.048178766,0.723866494
64763,0.047077745,0.72389463
84215,0.134662172,0.724000153
80153,-0.039440631,0.724135124
25840,-0.066260534,0.724293671
767,-0.140693613,0.724553385
9220,-0.08528796,0.724553385
267004,-0.047194305,0.724662154
201158,0.042114438,0.724889331
1014,-0.281368037,0.724889331
92597,-0.055700065,0.724889331
23584,-0.201254958,0.725012653
64746,0.03280656,0.725069067
1775,-0.118410641,0.725106302
85007,-0.050140477,0.725140096
8087,0.040754193,0.725235516
643641,0.064041527,0.725274593
5325,0.108280641,0.725403449
5034,0.048135395,0.725605736
64208,-0.207711012,0.725639263
10914,0.037185837,0.725697522
55000,-0.045501402,0.725697522
7135,0.107449925,0.725828764
26037,0.058886196,0.725953815
92906,0.027724409,0.726566959
353219,-0.111892942,0.726566959
5229,-0.041893132,0.726639907
91151,-0.053235081,0.726711421
126375,0.071713761,0.726872506
92960,-0.073561504,0.72697821
9659,-0.055576633,0.727023753
7326,-0.039027052,0.727514575
9570,-0.034601119,0.727514575
158248,0.116709087,0.727595393
85439,-0.081335582,0.727595393
79990,0.047621588,0.727673439
27151,0.125278609,0.727704897
58525,-0.050384474,0.727751999
2027,-0.084200798,0.72815466
7562,0.057882918,0.72851403
51286,0.173867121,0.728633315
643834,-0.213806231,0.72883761
7188,0.064100617,0.729010913
125061,-0.049515772,0.729180185
50485,0.03326944,0.729182138
23596,-0.076978259,0.729348086
79006,-0.090929491,0.72947839
55246,0.04776061,0.729735865
9875,0.047728888,0.729966628
22871,-0.141504177,0.730075468
7769,0.059050224,0.730175344
57172,0.123908711,0.730399658
51308,0.082366211,0.730399658
9278,0.043693669,0.730399658
23534,0.040136382,0.730403182
81539,0.053664102,0.730509523
7730,0.069289724,0.730510191
652995,0.166041695,0.730535966
7099,-0.064592815,0.730816864
9479,0.074652548,0.730884327
84529,0.047388258,0.730986761
9567,-0.044759327,0.730986761
90990,0.078810349,0.731318396
734,0.04798327,0.731640087
23517,0.04060394,0.73174085
9879,-0.034318862,0.73175084
23196,-0.039296516,0.73184668
9497,0.047875232,0.731965631
166793,-0.044945072,0.73197951
389084,0.108916264,0.73217428
1455,0.035588887,0.732388085
153743,0.052386906,0.732784213
6277,-0.10309253,0.732981081
368,-0.106421172,0.733018317
84986,0.054464989,0.733079289
56940,-0.048373091,0.733243951
79823,0.057526285,0.733295116
54997,-0.094706491,0.73330223
64750,-0.039150424,0.73372466
115201,-0.050668393,0.73389869
64839,0.053034118,0.734152759
79817,-0.067128592,0.734383741
54704,0.052592111,0.734518823
50640,-0.04063671,0.734518823
55529,-0.060246248,0.735412606
90576,-0.08904749,0.735412606
4500,-0.114521674,0.735827367
51439,-0.04767895,0.735827367
57337,-0.044010908,0.736179079
255101,-0.174279513,0.736181727
60684,0.036370227,0.736548956
4147,-0.083045783,0.73683958
201965,-0.041995421,0.73683958
2568,0.140024043,0.736883321
57546,-0.053269466,0.736895928
284434,-0.152586853,0.737173748
9897,-0.048626986,0.737173748
2268,-0.074580494,0.737947955
9379,0.122052553,0.737955173
80832,0.102870704,0.737955173
29903,-0.057336152,0.738432073
391712,-0.148339203,0.738442359
4524,0.058025299,0.738778041
55754,0.045505883,0.738778041
148213,-0.058539292,0.739112872
201626,-0.034913164,0.739266487
7991,0.071342017,0.739367199
25799,0.053492529,0.739367199
140890,0.0380734,0.739398846
25820,0.038847558,0.739482014
55254,-0.035864404,0.739692777
84248,0.045288839,0.739692777
9140,-0.03930537,0.739692777
27306,-0.091574698,0.739800849
11025,0.0807438,0.739800849
760,0.093077086,0.739800849
79864,0.083172919,0.739855706
27163,-0.065322478,0.739957173
10745,-0.049738029,0.739973789
1871,-0.045525818,0.73999549
9880,0.043050496,0.740027257
10250,-0.035893466,0.740376369
84330,-0.052888071,0.740594303
9348,-0.139117671,0.740594303
1936,0.060573331,0.740665749
7739,0.058662062,0.740825166
23609,0.037975732,0.741009665
729085,0.087822911,0.741051343
412,0.062071281,0.74118892
6349,0.126392067,0.741306712
10457,0.078447028,0.741702088
441521,-0.300421887,0.741773115
5164,-0.050508575,0.741787291
55825,-0.053414112,0.741896436
4926,0.047260259,0.741896436
23764,0.069901211,0.741896436
80323,0.090012686,0.741896436
285220,0.129535172,0.741912272
79960,-0.044856694,0.741988397
23469,0.039138987,0.742084859
196513,-0.042907484,0.742286221
5868,0.031741113,0.742405717
80723,-0.09751562,0.742462195
7852,-0.075347814,0.742462195
57465,0.061588958,0.742462195
54468,-0.041031689,0.742462195
526,0.038553477,0.742462195
3553,-0.095000102,0.742759742
165918,-0.052226812,0.742931668
23433,-0.046607081,0.743048548
84498,0.038981076,0.743048548
6584,-0.051344165,0.743048548
389524,-0.058252857,0.743852658
23509,-0.042681186,0.744241527
10106,-0.038273453,0.744245916
57579,0.046696661,0.744299504
25921,0.03180252,0.744299504
30851,-0.047532084,0.744344941
3786,0.107904414,0.744344941
55308,0.038786793,0.744344941
148867,0.033463796,0.744479758
79027,0.050575822,0.744479758
25938,0.045488916,0.744577696
64167,0.110353468,0.744577696
142678,0.045874792,0.744577696
64145,0.037059774,0.744605314
56938,0.089163737,0.744605314
84070,-0.068819392,0.744605314
5089,-0.049072423,0.744605314
7584,-0.040012788,0.744610321
154865,-0.133103726,0.744610321
1748,0.098931431,0.744610321
79572,0.042473957,0.744610321
81502,0.038470031,0.744699612
1665,-0.032108832,0.744829236
79034,0.039511808,0.744900904
100093630,-0.078330891,0.744921166
6616,0.115066368,0.745127505
80314,-0.043560338,0.745665416
60559,0.037501554,0.745665416
81570,-0.042331665,0.745697284
91012,0.030670725,0.745753731
56904,-0.048674679,0.746362802
774,0.124998927,0.746362802
23105,0.141484888,0.746362802
777,0.165904263,0.746651953
90321,-0.042877494,0.746762542
7189,-0.036566557,0.746762542
29085,-0.057812795,0.746817289
23410,-0.038461612,0.746817289
3778,-0.092162358,0.746817289
90809,-0.047456514,0.746959013
57185,-0.046889838,0.747101172
54708,-0.036843974,0.747259987
54854,0.125037313,0.74746073
200894,0.060056268,0.74746073
3012,-0.105801274,0.74747333
84140,-0.058268241,0.747712749
249,0.098919096,0.74815325
83758,-0.106216337,0.748259565
57062,-0.03595854,0.748773424
23613,-0.048928871,0.748773424
5519,-0.053629121,0.748773424
80264,0.052921766,0.748773424
115286,-0.03715692,0.748993464
121512,0.054808807,0.748993464
375449,0.0725464,0.748999833
374354,-0.049047023,0.749301765
7760,0.041992278,0.749506428
116236,-0.045280974,0.749506428
163059,-0.06267565,0.749586809
29958,0.105970286,0.749596048
23379,0.039135254,0.749714049
55127,-0.038343825,0.751043041
5801,0.156024696,0.751074452
9120,0.077051513,0.751074452
283149,0.046019912,0.751074452
415116,-0.054711632,0.751074452
1465,0.051889449,0.751253984
22809,-0.065094159,0.751253984
124602,-0.166760444,0.751494731
80705,-0.058443398,0.751593405
7738,0.045407731,0.751668891
317781,0.043166073,0.752016352
3162,-0.063758423,0.752237933
50813,-0.041921825,0.752367249
56898,0.049354645,0.752398691
339344,0.049009218,0.752616329
10127,0.035271694,0.753359138
58517,-0.032996584,0.75357657
23240,0.050173552,0.753620253
196051,0.124839835,0.753620253
10046,0.076734703,0.753872724
121274,0.046080858,0.753872724
79230,0.0500917,0.753872724
55131,-0.040218892,0.753872724
84547,-0.057327018,0.753980247
4953,-0.048827591,0.75400083
58509,0.033344134,0.75400083
8428,-0.041011131,0.754236925
257,0.089444373,0.754236925
79573,0.040738697,0.754328843
26205,-0.035015351,0.754656699
100129482,-0.056764752,0.754656699
7050,0.040563442,0.754716074
247,-0.113093435,0.754716074
51000,-0.044501695,0.754716074
54873,0.080587968,0.7547708
663,0.036627077,0.7547708
203069,0.045640201,0.754805724
7565,-0.045325788,0.754805724
125919,0.044810114,0.755039483
26231,-0.056196266,0.755065016
23484,0.040469069,0.755073411
200081,-0.037020383,0.755073411
11037,0.078344863,0.75508769
23324,0.042878451,0.75508769
10640,0.033033933,0.75508769
221785,-0.033861663,0.75508769
9669,-0.0364506,0.75508769
6653,-0.075168059,0.755156504
6234,0.153423618,0.755204626
5209,-0.063269272,0.755204626
138428,-0.058031422,0.756063468
7545,0.223894556,0.756063468
3930,-0.04666552,0.756063468
81562,-0.03607079,0.756377633
81537,0.055654322,0.756487855
7134,0.149270329,0.756841171
91056,0.047381616,0.756841171
89849,-0.061879609,0.756964911
2138,-0.203952477,0.757030279
66000,-0.099547174,0.757090902
165186,-0.125178089,0.757193315
114932,0.037501549,0.757775545
402055,-0.038259812,0.758057589
2357,0.076453878,0.758291731
8690,0.045975391,0.75884905
